,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2023-01-09 02:00:00+01:00,303.000,2704.000,54.000,203.000,,3361.000,4278.000,599.000,,39253.000,0.000,132.000,13776.000,,
2023-01-09 03:00:00+01:00,302.000,2648.000,54.000,203.000,,3572.000,4231.000,511.000,,37665.000,0.000,131.000,14110.000,,
2023-01-09 04:00:00+01:00,304.000,2457.000,54.000,203.000,,3563.000,4131.000,524.000,,36628.000,0.000,135.000,14100.000,,
2023-01-09 05:00:00+01:00,298.000,2458.000,54.000,203.000,,2984.000,4136.000,646.000,,38495.000,0.000,141.000,14027.000,,
2023-01-09 06:00:00+01:00,303.000,3007.000,54.000,203.000,,1572.000,4616.000,1027.000,,40980.000,0.000,139.000,13545.000,,
2023-01-09 07:00:00+01:00,303.000,3648.000,54.000,204.000,818.000,,5143.000,1705.000,,42778.000,0.000,135.000,13336.000,,
2023-01-09 08:00:00+01:00,298.000,4439.000,54.000,204.000,2495.000,,5840.000,2160.000,,43874.000,322.000,125.000,12832.000,,
2023-01-09 09:00:00+01:00,296.000,4499.000,53.000,203.000,2504.000,,6001.000,2264.000,,44280.000,1134.000,123.000,12866.000,,
2023-01-09 10:00:00+01:00,305.000,4785.000,53.000,203.000,1806.000,,5775.000,1958.000,,44375.000,2542.000,117.000,12889.000,,
2023-01-09 11:00:00+01:00,295.000,4619.000,54.000,203.000,1625.000,,5663.000,1639.000,,44376.000,3595.000,111.000,12896.000,,
2023-01-09 12:00:00+01:00,302.000,4388.000,53.000,203.000,883.000,,5581.000,1529.000,,44283.000,4249.000,112.000,13236.000,,
2023-01-09 13:00:00+01:00,299.000,4231.000,54.000,203.000,641.000,,5503.000,1339.000,,43817.000,4342.000,115.000,13245.000,,
2023-01-09 14:00:00+01:00,296.000,4668.000,55.000,203.000,1080.000,,5346.000,1557.000,,43369.000,3424.000,110.000,13198.000,,
2023-01-09 15:00:00+01:00,295.000,4763.000,55.000,203.000,1255.000,,5469.000,1368.000,,43361.000,2172.000,110.000,13276.000,,
2023-01-09 16:00:00+01:00,294.000,4879.000,56.000,203.000,1441.000,,5690.000,1930.000,,43393.000,866.000,115.000,12688.000,,
2023-01-09 17:00:00+01:00,298.000,5186.000,57.000,203.000,2630.000,,6199.000,2875.000,,43771.000,242.000,120.000,12134.000,,
2023-01-09 18:00:00+01:00,300.000,5316.000,56.000,203.000,3546.000,,6706.000,3380.000,,44488.000,195.000,124.000,11882.000,,
2023-01-09 19:00:00+01:00,303.000,5340.000,56.000,203.000,3858.000,,6712.000,3755.000,,44543.000,0.000,123.000,11448.000,,
2023-01-09 20:00:00+01:00,302.000,5161.000,56.000,203.000,2973.000,,6450.000,3129.000,,44433.000,0.000,124.000,10433.000,,
2023-01-09 21:00:00+01:00,301.000,3540.000,56.000,203.000,1844.000,,6001.000,1739.000,,44249.000,0.000,123.000,9503.000,,
2023-01-09 22:00:00+01:00,299.000,2812.000,56.000,203.000,948.000,,5705.000,1099.000,,44120.000,0.000,122.000,9368.000,,
2023-01-09 23:00:00+01:00,300.000,2684.000,55.000,201.000,,445.000,5416.000,517.000,,43839.000,0.000,124.000,9171.000,,
2023-01-10 00:00:00+01:00,301.000,2660.000,54.000,200.000,,1854.000,5363.000,331.000,,43545.000,0.000,123.000,8528.000,,
2023-01-10 01:00:00+01:00,306.000,2714.000,55.000,200.000,,2520.000,5293.000,475.000,,43755.000,0.000,125.000,7593.000,,
2023-01-10 02:00:00+01:00,308.000,2706.000,55.000,200.000,,2853.000,5287.000,885.000,,43727.000,0.000,126.000,7382.000,,
2023-01-10 03:00:00+01:00,308.000,2748.000,53.000,200.000,,3337.000,5218.000,662.000,,43891.000,0.000,123.000,7135.000,,
2023-01-10 04:00:00+01:00,307.000,2717.000,50.000,200.000,,3217.000,5220.000,850.000,,43959.000,0.000,125.000,6779.000,,
2023-01-10 05:00:00+01:00,309.000,2703.000,47.000,200.000,,927.000,5325.000,1059.000,,44053.000,0.000,123.000,6672.000,,
2023-01-10 06:00:00+01:00,310.000,3652.000,43.000,202.000,1735.000,,5676.000,2110.000,,44313.000,0.000,117.000,6702.000,,
2023-01-10 07:00:00+01:00,307.000,5208.000,41.000,203.000,3362.000,,6499.000,4194.000,,44255.000,0.000,115.000,6770.000,,
2023-01-10 08:00:00+01:00,305.000,5466.000,40.000,203.000,3650.000,,6759.000,4538.000,,44314.000,316.000,113.000,7177.000,,
2023-01-10 09:00:00+01:00,304.000,5439.000,40.000,203.000,3413.000,,6787.000,4079.000,,44325.000,1150.000,114.000,7707.000,,
2023-01-10 10:00:00+01:00,304.000,5351.000,39.000,203.000,2863.000,,6719.000,3300.000,,44370.000,2704.000,112.000,8447.000,,
2023-01-10 11:00:00+01:00,296.000,5356.000,43.000,203.000,1759.000,,6474.000,2728.000,,44294.000,3980.000,114.000,9688.000,,
2023-01-10 12:00:00+01:00,303.000,4604.000,43.000,203.000,1337.000,,6272.000,2281.000,,44279.000,4565.000,116.000,11164.000,,
2023-01-10 13:00:00+01:00,302.000,3231.000,43.000,203.000,1278.000,,6125.000,1985.000,,43922.000,4578.000,115.000,11811.000,,
2023-01-10 14:00:00+01:00,305.000,3487.000,43.000,204.000,1395.000,,6024.000,1801.000,,43345.000,3990.000,114.000,12229.000,,
2023-01-10 15:00:00+01:00,308.000,3471.000,43.000,203.000,1570.000,,5798.000,2043.000,,43213.000,2579.000,117.000,12607.000,,
2023-01-10 16:00:00+01:00,305.000,3438.000,42.000,203.000,1497.000,,5864.000,2705.000,,43736.000,1007.000,121.000,12823.000,,
2023-01-10 17:00:00+01:00,304.000,3514.000,42.000,203.000,1526.000,,6120.000,2674.000,,43992.000,252.000,118.000,13075.000,,
2023-01-10 18:00:00+01:00,307.000,3528.000,44.000,203.000,1788.000,,6404.000,2575.000,,44218.000,200.000,123.000,13318.000,,
2023-01-10 19:00:00+01:00,307.000,3473.000,44.000,203.000,1309.000,,6362.000,2306.000,,44182.000,0.000,123.000,13593.000,,
2023-01-10 20:00:00+01:00,306.000,2874.000,43.000,203.000,,230.000,5740.000,1302.000,,43703.000,0.000,126.000,13970.000,,
2023-01-10 21:00:00+01:00,305.000,2714.000,42.000,200.000,,1717.000,5555.000,918.000,,42874.000,0.000,126.000,14055.000,,
2023-01-10 22:00:00+01:00,305.000,2607.000,41.000,200.000,,2369.000,5404.000,953.000,,42713.000,0.000,124.000,13746.000,,
2023-01-10 23:00:00+01:00,305.000,2715.000,40.000,200.000,,3282.000,5330.000,940.000,,42320.000,0.000,123.000,13590.000,,
2023-01-11 00:00:00+01:00,304.000,2634.000,40.000,200.000,,3254.000,5342.000,652.000,,40230.000,0.000,126.000,13397.000,,
2023-01-11 01:00:00+01:00,305.000,2520.000,40.000,200.000,,3245.000,5348.000,617.000,,39201.000,0.000,124.000,13329.000,,
2023-01-11 02:00:00+01:00,304.000,2476.000,40.000,200.000,,2999.000,5384.000,727.000,,38502.000,0.000,125.000,13045.000,,
2023-01-11 03:00:00+01:00,304.000,2427.000,39.000,200.000,,3395.000,5255.000,631.000,,38220.000,0.000,128.000,12778.000,,
2023-01-11 04:00:00+01:00,304.000,2399.000,39.000,200.000,,3558.000,5284.000,470.000,,38358.000,0.000,127.000,12462.000,,
2023-01-11 05:00:00+01:00,288.000,2404.000,39.000,200.000,,3170.000,5264.000,427.000,,40068.000,0.000,125.000,11232.000,,
2023-01-11 06:00:00+01:00,288.000,2638.000,39.000,203.000,,2204.000,5275.000,815.000,,42710.000,0.000,123.000,9993.000,,
2023-01-11 07:00:00+01:00,290.000,2826.000,39.000,204.000,,295.000,5582.000,2121.000,,43503.000,0.000,117.000,9462.000,,
2023-01-11 08:00:00+01:00,294.000,3044.000,38.000,204.000,1628.000,,6246.000,2492.000,,43980.000,297.000,122.000,8998.000,,
2023-01-11 09:00:00+01:00,296.000,3079.000,38.000,203.000,2401.000,,6330.000,2076.000,,44219.000,913.000,121.000,8430.000,,
2023-01-11 10:00:00+01:00,307.000,3087.000,41.000,203.000,2375.000,,6287.000,1924.000,,44286.000,2028.000,120.000,8108.000,,
2023-01-11 11:00:00+01:00,305.000,3122.000,45.000,204.000,2389.000,,6003.000,1615.000,,44354.000,2815.000,122.000,8402.000,,
2023-01-11 12:00:00+01:00,303.000,2915.000,48.000,203.000,1682.000,,5550.000,1320.000,,44327.000,3377.000,119.000,9663.000,,
2023-01-11 13:00:00+01:00,306.000,2791.000,50.000,203.000,748.000,,5449.000,935.000,,44179.000,3494.000,122.000,10697.000,,
2023-01-11 14:00:00+01:00,306.000,2968.000,53.000,204.000,240.000,,5487.000,895.000,,44199.000,2895.000,125.000,11091.000,,
2023-01-11 15:00:00+01:00,303.000,3215.000,56.000,204.000,102.000,,5714.000,1043.000,,44070.000,2013.000,126.000,11239.000,,
2023-01-11 16:00:00+01:00,303.000,3042.000,58.000,203.000,744.000,,6022.000,1275.000,,43952.000,837.000,120.000,11136.000,,
2023-01-11 17:00:00+01:00,305.000,2737.000,57.000,203.000,1675.000,,6141.000,1791.000,,44048.000,246.000,108.000,11329.000,,
2023-01-11 18:00:00+01:00,306.000,2694.000,54.000,204.000,2104.000,,6199.000,2048.000,,44268.000,197.000,106.000,11986.000,,
2023-01-11 19:00:00+01:00,305.000,2669.000,54.000,203.000,2435.000,,6184.000,1623.000,,44290.000,0.000,106.000,12600.000,,
2023-01-11 20:00:00+01:00,304.000,2586.000,52.000,203.000,1887.000,,5799.000,1188.000,,44100.000,0.000,107.000,12810.000,,
2023-01-11 21:00:00+01:00,303.000,2616.000,52.000,200.000,434.000,,5473.000,721.000,,43546.000,0.000,109.000,13305.000,,
2023-01-11 22:00:00+01:00,305.000,2613.000,50.000,200.000,,1315.000,5322.000,618.000,,43541.000,0.000,112.000,13428.000,,
2023-01-11 23:00:00+01:00,304.000,2704.000,45.000,200.000,,3091.000,5340.000,493.000,,43881.000,0.000,113.000,13512.000,,
2023-01-12 00:00:00+01:00,304.000,2564.000,44.000,200.000,,3596.000,5310.000,465.000,,40831.000,0.000,114.000,13722.000,,
2023-01-12 01:00:00+01:00,299.000,2600.000,43.000,200.000,,3626.000,5271.000,361.000,,39855.000,0.000,115.000,13867.000,,
2023-01-12 02:00:00+01:00,300.000,2666.000,42.000,200.000,,3244.000,5292.000,315.000,,39256.000,0.000,115.000,13806.000,,
2023-01-12 03:00:00+01:00,299.000,2662.000,40.000,202.000,,3125.000,5215.000,596.000,,38636.000,0.000,108.000,13767.000,,
2023-01-12 04:00:00+01:00,301.000,2631.000,40.000,204.000,,3502.000,5106.000,472.000,,38850.000,0.000,115.000,13923.000,,
2023-01-12 05:00:00+01:00,302.000,2636.000,40.000,203.000,,3321.000,5120.000,299.000,,39498.000,0.000,114.000,14054.000,,
2023-01-12 06:00:00+01:00,301.000,2636.000,40.000,203.000,,1970.000,5260.000,886.000,,41186.000,0.000,110.000,14151.000,,
2023-01-12 07:00:00+01:00,299.000,2657.000,39.000,203.000,868.000,,5627.000,975.000,,42599.000,0.000,108.000,14487.000,,
2023-01-12 08:00:00+01:00,287.000,2707.000,40.000,203.000,2149.000,,6123.000,2069.000,,43110.000,310.000,107.000,14422.000,,
2023-01-12 09:00:00+01:00,288.000,2645.000,34.000,204.000,2217.000,,6211.000,2105.000,,43104.000,1126.000,110.000,14226.000,,
2023-01-12 10:00:00+01:00,288.000,2697.000,34.000,204.000,1576.000,,5766.000,1465.000,,43053.000,2508.000,111.000,14146.000,,
2023-01-12 11:00:00+01:00,287.000,2749.000,33.000,203.000,934.000,,5320.000,824.000,,43001.000,3890.000,112.000,14065.000,,
2023-01-12 12:00:00+01:00,286.000,2894.000,36.000,204.000,1025.000,,5320.000,966.000,,43043.000,4126.000,110.000,13980.000,,
2023-01-12 13:00:00+01:00,286.000,3092.000,40.000,203.000,362.000,,5250.000,828.000,,43199.000,3960.000,108.000,13919.000,,
2023-01-12 14:00:00+01:00,285.000,3019.000,42.000,203.000,183.000,,5340.000,803.000,,43222.000,3073.000,110.000,13969.000,,
2023-01-12 15:00:00+01:00,293.000,2769.000,41.000,204.000,268.000,,5366.000,810.000,,42937.000,1836.000,112.000,14056.000,,
2023-01-12 16:00:00+01:00,285.000,2892.000,41.000,204.000,732.000,,5449.000,922.000,,42854.000,726.000,110.000,14085.000,,
2023-01-12 17:00:00+01:00,285.000,2694.000,43.000,203.000,1443.000,,5857.000,1402.000,,42878.000,231.000,109.000,14216.000,,
2023-01-12 18:00:00+01:00,287.000,2688.000,47.000,203.000,2129.000,,6192.000,1585.000,,42979.000,199.000,111.000,14117.000,,
2023-01-12 19:00:00+01:00,287.000,2713.000,49.000,203.000,2813.000,,6245.000,1410.000,,42979.000,0.000,111.000,14065.000,,
2023-01-12 20:00:00+01:00,288.000,2662.000,49.000,203.000,1161.000,,5757.000,1076.000,,42569.000,0.000,111.000,13811.000,,
2023-01-12 21:00:00+01:00,289.000,2617.000,49.000,203.000,,641.000,5261.000,467.000,,42177.000,0.000,112.000,13525.000,,
2023-01-12 22:00:00+01:00,287.000,2639.000,49.000,203.000,,2122.000,5203.000,333.000,,42382.000,0.000,113.000,13038.000,,
2023-01-12 23:00:00+01:00,286.000,2573.000,49.000,203.000,,2833.000,5163.000,536.000,,40951.000,0.000,116.000,12748.000,,
2023-01-13 00:00:00+01:00,287.000,2487.000,48.000,203.000,,3203.000,4973.000,747.000,,39920.000,0.000,116.000,12419.000,,
2023-01-13 01:00:00+01:00,289.000,2470.000,48.000,200.000,,3493.000,4881.000,484.000,,39236.000,0.000,116.000,12321.000,,
2023-01-13 02:00:00+01:00,288.000,2469.000,48.000,200.000,,3613.000,4978.000,423.000,,38965.000,0.000,116.000,12537.000,,
2023-01-13 03:00:00+01:00,288.000,2462.000,49.000,200.000,,3551.000,5018.000,307.000,,37465.000,0.000,113.000,12628.000,,
2023-01-13 04:00:00+01:00,286.000,2468.000,49.000,200.000,,3653.000,5007.000,350.000,,37748.000,0.000,114.000,12515.000,,
2023-01-13 05:00:00+01:00,286.000,2456.000,50.000,200.000,,3125.000,5048.000,418.000,,39228.000,0.000,114.000,12501.000,,
2023-01-13 06:00:00+01:00,287.000,2671.000,49.000,202.000,,932.000,5233.000,931.000,,41918.000,0.000,107.000,12332.000,,
2023-01-13 07:00:00+01:00,289.000,2889.000,50.000,204.000,977.000,,5864.000,1863.000,,43074.000,0.000,108.000,12568.000,,
2023-01-13 08:00:00+01:00,290.000,2992.000,51.000,204.000,2832.000,,6439.000,2569.000,,43057.000,285.000,110.000,12657.000,,
2023-01-13 09:00:00+01:00,287.000,3135.000,52.000,204.000,3568.000,,6504.000,1934.000,,43055.000,830.000,112.000,12458.000,,
2023-01-13 10:00:00+01:00,277.000,3155.000,53.000,204.000,3016.000,,6299.000,1675.000,,42904.000,2217.000,112.000,12236.000,,
2023-01-13 11:00:00+01:00,275.000,3167.000,53.000,204.000,1942.000,,5702.000,1534.000,,43063.000,3463.000,127.000,12279.000,,
2023-01-13 12:00:00+01:00,274.000,2895.000,53.000,204.000,498.000,,5537.000,1021.000,,42912.000,4301.000,132.000,12506.000,,
2023-01-13 13:00:00+01:00,275.000,2813.000,54.000,204.000,,694.000,5342.000,773.000,,42744.000,4679.000,134.000,12888.000,,
2023-01-13 14:00:00+01:00,285.000,2637.000,55.000,204.000,,851.000,5244.000,915.000,,42652.000,4255.000,127.000,12688.000,,
2023-01-13 15:00:00+01:00,290.000,2934.000,56.000,204.000,,282.000,5267.000,930.000,,42710.000,2922.000,138.000,12114.000,,
2023-01-13 16:00:00+01:00,293.000,3233.000,56.000,204.000,853.000,,5652.000,1454.000,,42854.000,1072.000,137.000,11129.000,,
2023-01-13 17:00:00+01:00,299.000,3227.000,56.000,204.000,1614.000,,6251.000,1904.000,,42924.000,260.000,140.000,10351.000,,
2023-01-13 18:00:00+01:00,307.000,3238.000,56.000,204.000,2913.000,,6703.000,2420.000,,42939.000,194.000,135.000,9914.000,,
2023-01-13 19:00:00+01:00,315.000,3258.000,54.000,204.000,2777.000,,6565.000,2023.000,,43047.000,0.000,135.000,9177.000,,
2023-01-13 20:00:00+01:00,314.000,3188.000,54.000,203.000,2304.000,,6158.000,1500.000,,42952.000,0.000,139.000,8367.000,,
2023-01-13 21:00:00+01:00,312.000,3117.000,52.000,203.000,1233.000,,5764.000,1193.000,,42898.000,0.000,142.000,8018.000,,
2023-01-13 22:00:00+01:00,313.000,3194.000,49.000,204.000,672.000,,5668.000,851.000,,43100.000,0.000,142.000,7565.000,,
2023-01-13 23:00:00+01:00,313.000,3034.000,46.000,203.000,311.000,,5666.000,988.000,,42773.000,0.000,143.000,7341.000,,
2023-01-14 00:00:00+01:00,314.000,2594.000,43.000,202.000,,161.000,5498.000,1406.000,,42100.000,0.000,147.000,7311.000,,
2023-01-14 01:00:00+01:00,318.000,2447.000,42.000,200.000,,1349.000,5281.000,717.000,,40926.000,0.000,149.000,7177.000,,
2023-01-14 02:00:00+01:00,316.000,2436.000,42.000,200.000,,1776.000,5086.000,886.000,,41100.000,0.000,149.000,7611.000,,
2023-01-14 03:00:00+01:00,314.000,2441.000,42.000,203.000,,2755.000,5082.000,876.000,,40905.000,0.000,150.000,8148.000,,
2023-01-14 04:00:00+01:00,317.000,2430.000,42.000,204.000,,3224.000,4947.000,563.000,,40929.000,0.000,152.000,9421.000,,
2023-01-14 05:00:00+01:00,316.000,2431.000,40.000,203.000,,3415.000,5001.000,385.000,,40692.000,0.000,148.000,10780.000,,
2023-01-14 06:00:00+01:00,317.000,2429.000,40.000,204.000,,3316.000,5000.000,619.000,,40793.000,0.000,143.000,11913.000,,
2023-01-14 07:00:00+01:00,317.000,2423.000,39.000,204.000,,2444.000,5044.000,930.000,,40781.000,0.000,140.000,12945.000,,
2023-01-14 08:00:00+01:00,315.000,2440.000,39.000,204.000,,238.000,5427.000,1417.000,,40733.000,324.000,140.000,13675.000,,
2023-01-14 09:00:00+01:00,318.000,2483.000,39.000,203.000,453.000,,5637.000,1623.000,,40718.000,1009.000,141.000,14110.000,,
2023-01-14 10:00:00+01:00,317.000,2467.000,39.000,203.000,,110.000,5612.000,1632.000,,40705.000,2203.000,139.000,14469.000,,
2023-01-14 11:00:00+01:00,314.000,2443.000,39.000,204.000,,211.000,5457.000,1055.000,,40587.000,3088.000,138.000,14653.000,,
2023-01-14 12:00:00+01:00,312.000,2440.000,39.000,200.000,,707.000,5316.000,939.000,,40216.000,3662.000,139.000,14760.000,,
2023-01-14 13:00:00+01:00,316.000,2432.000,39.000,200.000,,1664.000,5004.000,676.000,,39676.000,3665.000,140.000,14784.000,,
2023-01-14 14:00:00+01:00,320.000,2426.000,39.000,200.000,,2471.000,4884.000,615.000,,38170.000,3023.000,144.000,14777.000,,
2023-01-14 15:00:00+01:00,330.000,2422.000,39.000,200.000,,2780.000,4951.000,1060.000,,36869.000,1836.000,143.000,14623.000,,
2023-01-14 16:00:00+01:00,333.000,2425.000,39.000,200.000,,2655.000,5056.000,445.000,,36371.000,698.000,143.000,14392.000,,
2023-01-14 17:00:00+01:00,330.000,2439.000,39.000,200.000,,912.000,5472.000,1060.000,,36733.000,240.000,141.000,13889.000,,
2023-01-14 18:00:00+01:00,333.000,2607.000,39.000,200.000,724.000,,5654.000,1506.000,,36983.000,203.000,140.000,13479.000,,
2023-01-14 19:00:00+01:00,337.000,2446.000,39.000,200.000,680.000,,5677.000,1530.000,,37624.000,0.000,141.000,12831.000,,
2023-01-14 20:00:00+01:00,332.000,2440.000,39.000,200.000,,396.000,5253.000,974.000,,37676.000,0.000,138.000,11985.000,,
2023-01-14 21:00:00+01:00,331.000,2440.000,39.000,200.000,,1719.000,5037.000,622.000,,37311.000,0.000,140.000,11045.000,,
2023-01-14 22:00:00+01:00,331.000,2338.000,39.000,200.000,,1918.000,4956.000,691.000,,36907.000,0.000,144.000,11038.000,,
2023-01-14 23:00:00+01:00,321.000,2345.000,39.000,200.000,,1993.000,4906.000,621.000,,36539.000,0.000,146.000,10250.000,,
2023-01-15 00:00:00+01:00,326.000,2346.000,39.000,200.000,,1943.000,4777.000,992.000,,34331.000,0.000,144.000,9152.000,,
2023-01-15 01:00:00+01:00,327.000,2351.000,39.000,200.000,,2547.000,4633.000,968.000,,33158.000,0.000,145.000,8677.000,,
2023-01-15 02:00:00+01:00,322.000,2353.000,38.000,200.000,,2378.000,4523.000,1066.000,,32541.000,0.000,144.000,8438.000,,
2023-01-15 03:00:00+01:00,316.000,2354.000,39.000,201.000,,2725.000,4486.000,544.000,,32221.000,0.000,144.000,9129.000,,
2023-01-15 04:00:00+01:00,316.000,2359.000,39.000,203.000,,3632.000,4401.000,44.000,,32231.000,0.000,145.000,9931.000,,
2023-01-15 05:00:00+01:00,315.000,2362.000,40.000,203.000,,3618.000,4368.000,,10.000,31789.000,0.000,145.000,10519.000,,
2023-01-15 06:00:00+01:00,317.000,2364.000,41.000,203.000,,3566.000,4586.000,14.000,,32112.000,0.000,141.000,10835.000,,
2023-01-15 07:00:00+01:00,319.000,2366.000,45.000,203.000,,3249.000,4591.000,,36.000,32362.000,0.000,142.000,11699.000,,
2023-01-15 08:00:00+01:00,330.000,2367.000,47.000,203.000,,3111.000,4759.000,150.000,,32661.000,289.000,141.000,12279.000,,
2023-01-15 09:00:00+01:00,331.000,2366.000,51.000,203.000,,1922.000,4890.000,536.000,,33388.000,818.000,142.000,12903.000,,
2023-01-15 10:00:00+01:00,333.000,2364.000,55.000,203.000,,674.000,5031.000,2001.000,,33756.000,2196.000,139.000,13319.000,,
2023-01-15 11:00:00+01:00,334.000,2414.000,57.000,203.000,,534.000,4949.000,1101.000,,33930.000,3902.000,141.000,13845.000,,
2023-01-15 12:00:00+01:00,333.000,2445.000,57.000,203.000,,1268.000,4979.000,1037.000,,34398.000,4774.000,139.000,14529.000,,
2023-01-15 13:00:00+01:00,333.000,2440.000,57.000,203.000,,2266.000,4825.000,1041.000,,34231.000,4520.000,137.000,14765.000,,
2023-01-15 14:00:00+01:00,332.000,2458.000,57.000,203.000,,2648.000,4592.000,501.000,,34631.000,3396.000,134.000,14677.000,,
2023-01-15 15:00:00+01:00,335.000,2457.000,56.000,203.000,,2445.000,4520.000,516.000,,35372.000,2234.000,138.000,14177.000,,
2023-01-15 16:00:00+01:00,331.000,2587.000,55.000,203.000,,2380.000,4629.000,1165.000,,36557.000,953.000,138.000,13520.000,,
2023-01-15 17:00:00+01:00,331.000,2737.000,53.000,203.000,,592.000,5053.000,1442.000,,37964.000,257.000,138.000,13096.000,,
2023-01-15 18:00:00+01:00,329.000,2602.000,51.000,200.000,660.000,,5549.000,1706.000,,39007.000,193.000,137.000,13142.000,,
2023-01-15 19:00:00+01:00,332.000,2632.000,50.000,200.000,1421.000,,5717.000,2217.000,,40083.000,0.000,138.000,13075.000,,
2023-01-15 20:00:00+01:00,333.000,2815.000,48.000,200.000,188.000,,5319.000,1319.000,,40016.000,0.000,136.000,13096.000,,
2023-01-15 21:00:00+01:00,332.000,2849.000,47.000,200.000,,110.000,5132.000,925.000,,39772.000,0.000,138.000,12998.000,,
2023-01-15 22:00:00+01:00,332.000,2833.000,47.000,200.000,,56.000,5066.000,765.000,,39982.000,0.000,141.000,12721.000,,
2023-01-15 23:00:00+01:00,333.000,2476.000,46.000,200.000,345.000,,4914.000,771.000,,40459.000,0.000,140.000,12543.000,,
2023-01-16 00:00:00+01:00,332.000,2596.000,46.000,200.000,,663.000,4677.000,645.000,,40939.000,0.000,140.000,12789.000,,
2023-01-16 01:00:00+01:00,333.000,2622.000,45.000,200.000,,1785.000,4733.000,502.000,,41471.000,0.000,137.000,13342.000,,
2023-01-16 02:00:00+01:00,332.000,2793.000,44.000,200.000,,1531.000,4768.000,484.000,,41249.000,0.000,132.000,13738.000,,
