
name,country,zone,fuel,tech,commissioned,capacity_mw,eta,scale,scaled_capacity_mw,fuel_std,tech_std
Ringheim,NO,NO,,,2015.0,0.05,,,0.05,hydro,hydro_reservoir
Rise,NO,NO,,,1979.0,0.035,,,0.035,hydro,hydro_reservoir
Risvollfossen,NO,NO,,,1995.0,0.012,,,0.012,hydro,hydro_reservoir
Rivedal,NO,NO,,,2005.0,3.2,,,3.2,hydro,hydro_reservoir
Rodal,NO,NO,,,2011.0,1.7,,,1.7,hydro,hydro_reservoir
Rogheien,NO,NO,,,2006.0,0.15,,,0.15,hydro,hydro_reservoir
Rognsfossen,NO,NO,,,1989.0,6.0,,,6.0,hydro,hydro_reservoir
Rolf Nåden og Ole Jan Naaden,NO,NO,,,1999.0,0.018,,,0.018,hydro,hydro_reservoir
Rolleivstadvatn,NO,NO,,,1969.0,0.3,,,0.3,hydro,hydro_psh
Romøyri,NO,NO,,,2017.0,8.63,,,8.63,hydro,hydro_reservoir
Rongkleiv,NO,NO,,,2006.0,3.0,,,3.0,hydro,hydro_reservoir
Roppa,NO,NO,,,1976.0,5.0,,,5.0,hydro,hydro_reservoir
Rosendal,NO,NO,,,1957.0,0.5,,,0.5,hydro,hydro_reservoir
Roskrepp,NO,NO,,,1979.0,50.0,,,50.0,hydro,hydro_reservoir
Rosten,NO,NO,,,2018.0,80.0,,,80.0,hydro,hydro_reservoir
Rotnes Bruk,NO,NO,,,1940.0,0.18,,,0.18,hydro,hydro_reservoir
Rottenvik,NO,NO,,,1952.0,5.49,,,5.49,hydro,hydro_reservoir
Rovde,NO,NO,,,2004.0,0.05,,,0.05,hydro,hydro_reservoir
Rud 1,NO,NO,,,2008.0,0.66,,,0.66,hydro,hydro_reservoir
Rud Gårdskraftverk,NO,NO,,,1935.0,0.09,,,0.09,hydro,hydro_reservoir
Rui,NO,NO,,,2000.0,0.4,,,0.4,hydro,hydro_reservoir
Rusdalsåni,NO,NO,,,2019.0,5.49,,,5.49,hydro,hydro_reservoir
Russagjela,NO,NO,,,2003.0,0.04,,,0.04,hydro,hydro_reservoir
Ryddøla,NO,NO,,,2013.0,3.488,,,3.488,hydro,hydro_reservoir
Rygene,NO,NO,,,1978.0,55.0,,,55.0,hydro,hydro_reservoir
Rygene miniaggregat,NO,NO,,,1992.0,0.11,,,0.11,hydro,hydro_reservoir
Ryssdal,NO,NO,,,1999.0,1.25,,,1.25,hydro,hydro_reservoir
Ryssdal,NO,NO,,,2006.0,1.95,,,1.95,hydro,hydro_reservoir
Ryånda,NO,NO,,,2008.0,0.85,,,0.85,hydro,hydro_reservoir
Rødberg,NO,NO,,,2009.0,2.9,,,2.9,hydro,hydro_reservoir
Rødne,NO,NO,,,2006.0,9.0,,,9.0,hydro,hydro_reservoir
Rødset,NO,NO,,,2015.0,2.15,,,2.15,hydro,hydro_reservoir
Rødstøl,NO,NO,,,2001.0,0.07,,,0.07,hydro,hydro_reservoir
Røfsdalselva,NO,NO,,,2019.0,3.21,,,3.21,hydro,hydro_reservoir
Røldal,NO,NO,,,1966.0,166.0,,,166.0,hydro,hydro_reservoir
Røneid,NO,NO,,,2016.0,4.3,,,4.3,hydro,hydro_reservoir
Rønnestad,NO,NO,,,2006.0,0.018,,,0.018,hydro,hydro_reservoir
Rørheim,NO,NO,,,2004.0,0.099,,,0.099,hydro,hydro_reservoir
Rørtveit,NO,NO,,,2003.0,0.07,,,0.07,hydro,hydro_reservoir
Rørvikbekken,NO,NO,,,1997.0,0.011,,,0.011,hydro,hydro_reservoir
Røssåga Mikrokraftverk,NO,NO,,,2004.0,0.003,,,0.003,hydro,hydro_reservoir
Røstad,NO,NO,,,2010.0,2.8,,,2.8,hydro,hydro_reservoir
Røstefoss,NO,NO,,,1913.0,3.0,,,3.0,hydro,hydro_reservoir
Røylandsfoss,NO,NO,,,2004.0,1.33,,,1.33,hydro,hydro_reservoir
Røyrvatn,NO,NO,,,2006.0,2.7,,,2.7,hydro,hydro_reservoir
Røyrvikfoss,NO,NO,,,1965.0,16.6,,,16.6,hydro,hydro_reservoir
Råfossen,NO,NO,,,2008.0,0.346,,,0.346,hydro,hydro_reservoir
Rånåsfoss,NO,NO,,,1921.0,128.4,,,128.4,hydro,hydro_reservoir
Råssåfoss,NO,NO,,,2010.0,4.945,,,4.945,hydro,hydro_reservoir
Sagabekken 1,NO,NO,,,2006.0,0.4,,,0.4,hydro,hydro_reservoir
Sagabekken 2,NO,NO,,,2009.0,0.325,,,0.325,hydro,hydro_reservoir
Sagabekken 3,NO,NO,,,2009.0,0.15,,,0.15,hydro,hydro_reservoir
Sagbergfossen,NO,NO,,,1916.0,1.2,,,1.2,hydro,hydro_reservoir
Sage,NO,NO,,,2001.0,8.9,,,8.9,hydro,hydro_reservoir
Sagefoss,NO,NO,,,1901.0,2.9,,,2.9,hydro,hydro_reservoir
Sagefossen,NO,NO,,,1986.0,10.1,,,10.1,hydro,hydro_reservoir
Sagelva,NO,NO,,,2006.0,0.63,,,0.63,hydro,hydro_reservoir
Sagelva,NO,NO,,,2007.0,0.65,,,0.65,hydro,hydro_reservoir
Sagelva,NO,NO,,,2019.0,2.8,,,2.8,hydro,hydro_reservoir
Sagelva 1,NO,NO,,,2001.0,0.555,,,0.555,hydro,hydro_reservoir
Sagelva 2,NO,NO,,,2002.0,0.435,,,0.435,hydro,hydro_reservoir
Sagelvi,NO,NO,,,2012.0,2.3,,,2.3,hydro,hydro_reservoir
Sagevikelv,NO,NO,,,2004.0,4.45,,,4.45,hydro,hydro_reservoir
Sagfossen,NO,NO,,,1979.0,11.3,,,11.3,hydro,hydro_reservoir
Sagfossen,NO,NO,,,2008.0,0.347,,,0.347,hydro,hydro_reservoir
Sagfossen,NO,NO,,,1988.0,0.8,,,0.8,hydro,hydro_reservoir
Sagnfossen,NO,NO,,,1943.0,6.2,,,6.2,hydro,hydro_reservoir
Sajå,NO,NO,,,2001.0,0.112,,,0.112,hydro,hydro_reservoir
Sakrisåga,NO,NO,,,2004.0,0.96,,,0.96,hydro,hydro_reservoir
Saksenvik,NO,NO,,,2012.0,2.5,,,2.5,hydro,hydro_reservoir
Salen Mikrokraftverk,NO,NO,,,2005.0,0.0075,,,0.0075,hydro,hydro_reservoir
Salsbruket,NO,NO,,,1988.0,1.5,,,1.5,hydro,hydro_reservoir
Saltdalelva,NO,NO,,,2012.0,5.0,,,5.0,hydro,hydro_reservoir
Saltåno,NO,NO,,,2011.0,0.25,,,0.25,hydro,hydro_reservoir
Sama,NO,NO,,,1979.0,7.9,,,7.9,hydro,hydro_reservoir
Sand,NO,NO,,,1916.0,3.5,,,3.5,hydro,hydro_reservoir
Sandal og Fossheim,NO,NO,,,2004.0,2.7,,,2.7,hydro,hydro_reservoir
Sanddal,NO,NO,,,2007.0,2.5,,,2.5,hydro,hydro_reservoir
Sandneselva,NO,NO,,,2001.0,0.012,,,0.012,hydro,hydro_reservoir
Sandneselva,NO,NO,,,2018.0,2.29,,,2.29,hydro,hydro_reservoir
Sandvik,NO,NO,,,2018.0,0.99,,,0.99,hydro,hydro_reservoir
Sarp,NO,NO,,,1978.0,80.0,,,80.0,hydro,hydro_reservoir
Saupstadfossen,NO,NO,,,1987.0,0.45,,,0.45,hydro,hydro_reservoir
Saurdal,NO,NO,,,1985.0,640.0,,,640.0,hydro,hydro_psh
Savalen,NO,NO,,,1971.0,62.0,,,62.0,hydro,hydro_reservoir
Scheldefoss,NO,NO,,,1994.0,1.3999,,,1.3999,hydro,hydro_reservoir
Seimsdal,NO,NO,,,2011.0,6.5,,,6.5,hydro,hydro_reservoir
Sekkelva,NO,NO,,,2015.0,0.74,,,0.74,hydro,hydro_reservoir
Selland,NO,NO,,,2006.0,0.02,,,0.02,hydro,hydro_reservoir
Selselva,NO,NO,,,2016.0,5.36,,,5.36,hydro,hydro_reservoir
Sesselva,NO,NO,,,2016.0,5.0,,,5.0,hydro,hydro_reservoir
Seterkraft,NO,NO,,,2014.0,4.74,,,4.74,hydro,hydro_reservoir
Seteråa,NO,NO,,,2006.0,1.0,,,1.0,hydro,hydro_reservoir
Setredalen,NO,NO,,,2019.0,4.7,,,4.7,hydro,hydro_reservoir
Sevre,NO,NO,,,2008.0,4.8,,,4.8,hydro,hydro_reservoir
Sigdestad,NO,NO,,,2018.0,8.99,,,8.99,hydro,hydro_reservoir
Sikkajokk,NO,NO,,,1950.0,1.9,,,1.9,hydro,hydro_reservoir
Sikkilsdalseter,NO,NO,,,1997.0,0.085,,,0.085,hydro,hydro_reservoir
Sildhopen,NO,NO,,,2010.0,0.5,,,0.5,hydro,hydro_reservoir
Sildvik,NO,NO,,,1982.0,65.0,,,65.0,hydro,hydro_reservoir
Simavik,NO,NO,,,2015.0,1.25,,,1.25,hydro,hydro_reservoir
Simsfossen,NO,NO,,,1921.0,0.35,,,0.35,hydro,hydro_reservoir
Sireåne,NO,NO,,,2004.0,0.08,,,0.08,hydro,hydro_reservoir
Sirkelvann,NO,NO,,,1999.0,0.7,,,0.7,hydro,hydro_reservoir
Siso,NO,NO,,,1968.0,180.0,,,180.0,hydro,hydro_reservoir
Sjona,NO,NO,,,1973.0,52.0,,,52.0,hydro,hydro_reservoir
Sjøfossen,NO,NO,,,1950.0,3.6,,,3.6,hydro,hydro_reservoir
Sjølingstad Uldvarefabrikk,NO,NO,,,2000.0,0.065,,,0.065,hydro,hydro_reservoir
Sjølset,NO,NO,,,2009.0,0.55,,,0.55,hydro,hydro_reservoir
Sjønstå,NO,NO,,,1983.0,66.0,,,66.0,hydro,hydro_reservoir
Skagen,NO,NO,,,1959.0,270.0,,,270.0,hydro,hydro_reservoir
Skakadalen,NO,NO,,,1995.0,0.0,,,0.0,hydro,hydro_reservoir
Skar,NO,NO,,,1920.0,2.9,,,2.9,hydro,hydro_reservoir
Skarelva,NO,NO,,,2012.0,5.0,,,5.0,hydro,hydro_reservoir
Skarg,NO,NO,,,2014.0,24.0,,,24.0,hydro,hydro_reservoir
Skarje,NO,NO,,,1987.0,9.0,,,9.0,hydro,hydro_psh
Skarsfjord,NO,NO,,,1922.0,4.0,,,4.0,hydro,hydro_reservoir
Skauma,NO,NO,,,1999.0,0.9,,,0.9,hydro,hydro_reservoir
Skibeli,NO,NO,,,2003.0,0.03,,,0.03,hydro,hydro_reservoir
Skibotn,NO,NO,,,1979.0,70.0,,,70.0,hydro,hydro_reservoir
Skinvik,NO,NO,,,2008.0,1.2,,,1.2,hydro,hydro_reservoir
Skipelva,NO,NO,,,2011.0,0.38,,,0.38,hydro,hydro_reservoir
Skjefstadfoss I,NO,NO,,,1910.0,4.0,,,4.0,hydro,hydro_reservoir
Skjefstadfoss II,NO,NO,,,1972.0,19.8,,,19.8,hydro,hydro_reservoir
Skjeggedal,NO,NO,,,1986.0,2.6,,,2.6,hydro,hydro_psh
Skjelfoss,NO,NO,,,2011.0,0.25,,,0.25,hydro,hydro_reservoir
Skjenaldfossen,NO,NO,,,1906.0,5.8,,,5.8,hydro,hydro_reservoir
Skjerdal,NO,NO,,,2008.0,5.3,,,5.3,hydro,hydro_reservoir
Skjerka,NO,NO,,,1997.0,206.6,,,206.6,hydro,hydro_reservoir
Skjomen,NO,NO,,,1973.0,300.0,,,300.0,hydro,hydro_reservoir
Skjærdalselva,NO,NO,,,2016.0,0.16,,,0.16,hydro,hydro_reservoir
Skjærlivatn,NO,NO,,,1993.0,2.6,,,2.6,hydro,hydro_reservoir
Skjæveland,NO,NO,,,2005.0,0.1,,,0.1,hydro,hydro_reservoir
Skjåk I,NO,NO,,,1965.0,32.0,,,32.0,hydro,hydro_reservoir
Skjåstad,NO,NO,,,2004.0,2.0,,,2.0,hydro,hydro_reservoir
Skoddeberg,NO,NO,,,1953.0,6.78,,,6.78,hydro,hydro_reservoir
Skogbuåna,NO,NO,,,2002.0,0.86,,,0.86,hydro,hydro_reservoir
Skogelva,NO,NO,,,2015.0,0.42,,,0.42,hydro,hydro_reservoir
Skogfoss,NO,NO,,,1964.0,48.0,,,48.0,hydro,hydro_reservoir
Skogheim,NO,NO,,,1987.0,7.7,,,7.7,hydro,hydro_reservoir
Skogkraft,NO,NO,,,2003.0,0.11,,,0.11,hydro,hydro_reservoir
Skollenborg,NO,NO,,,1983.0,97.0,,,97.0,hydro,hydro_reservoir
Skoltefoss,NO,NO,,,1988.0,0.96,,,0.96,hydro,hydro_reservoir
Skolten,NO,NO,,,2002.0,1.3,,,1.3,hydro,hydro_reservoir
Skonningsfoss,NO,NO,,,1997.0,2.4,,,2.4,hydro,hydro_reservoir
Skorga,NO,NO,,,2019.0,2.9,,,2.9,hydro,hydro_reservoir
Skorge,NO,NO,,,1936.0,1.8,,,1.8,hydro,hydro_reservoir
Skorovasselva,NO,NO,,,1997.0,0.08,,,0.08,hydro,hydro_reservoir
Skotfoss,NO,NO,,,1953.0,24.0,,,24.0,hydro,hydro_reservoir
Skotselv,NO,NO,,,1992.0,1.0,,,1.0,hydro,hydro_reservoir
Skravlåga,NO,NO,,,2014.0,5.0,,,5.0,hydro,hydro_reservoir
Skree,NO,NO,,,1995.0,6.9,,,6.9,hydro,hydro_reservoir
Skripelandsfossen,NO,NO,,,2014.0,2.6,,,2.6,hydro,hydro_reservoir
Skromma,NO,NO,,,2008.0,2.3,,,2.3,hydro,hydro_reservoir
Skråstadbekken,NO,NO,,,1999.0,0.006,,,0.006,hydro,hydro_reservoir
Skulafossen,NO,NO,,,1950.0,4.5,,,4.5,hydro,hydro_reservoir
Skulbørstadfoss,NO,NO,,,1910.0,0.45,,,0.45,hydro,hydro_reservoir
Skyggeelva,NO,NO,,,2010.0,4.76,,,4.76,hydro,hydro_reservoir
Skålheim,NO,NO,,,2008.0,1.4,,,1.4,hydro,hydro_reservoir
Skår,NO,NO,,,2015.0,1.4,,,1.4,hydro,hydro_reservoir
Slagstad,NO,NO,,,2002.0,0.075,,,0.075,hydro,hydro_reservoir
Slemmå,NO,NO,,,2019.0,1.8,,,1.8,hydro,hydro_reservoir
Slettevann,NO,NO,,,1975.0,0.7,,,0.7,hydro,hydro_reservoir
Sleveåne,NO,NO,,,2017.0,5.5,,,5.5,hydro,hydro_reservoir
Slind,NO,NO,,,1985.0,20.0,,,20.0,hydro,hydro_reservoir
Slunkajavrre,NO,NO,,,1983.0,21.0,,,21.0,hydro,hydro_reservoir
Smeland,NO,NO,,,1985.0,24.0,,,24.0,hydro,hydro_reservoir
Smørklepp I,NO,NO,,,1982.0,0.36,,,0.36,hydro,hydro_reservoir
Smørklepp II,NO,NO,,,1999.0,0.32,,,0.32,hydro,hydro_reservoir
Smådøla,NO,NO,,,2008.0,1.4,,,1.4,hydro,hydro_reservoir
Smådøla,NO,NO,,,2015.0,13.7,,,13.7,hydro,hydro_reservoir
Småvatna,NO,NO,,,1970.0,18.8,,,18.8,hydro,hydro_reservoir
Snefjellå,NO,NO,,,2014.0,2.7,,,2.7,hydro,hydro_reservoir
Sokna,NO,NO,,,1964.0,25.0,,,25.0,hydro,hydro_reservoir
Soks,NO,NO,,,2009.0,0.98,,,0.98,hydro,hydro_reservoir
Solbergfoss,NO,NO,,,1924.0,208.0,,,208.0,hydro,hydro_reservoir
Solbjørn,NO,NO,,,1956.0,4.2,,,4.2,hydro,hydro_reservoir
Solhom,NO,NO,,,1974.0,200.0,,,200.0,hydro,hydro_reservoir
Solnør Gård,NO,NO,,,1913.0,0.012,,,0.012,hydro,hydro_reservoir
Songa,NO,NO,,,1964.0,120.0,,,120.0,hydro,hydro_reservoir
Spetal Verk As,NO,NO,,,1977.0,0.02,,,0.02,hydro,hydro_reservoir
Spigerbruksfallet,NO,NO,,,1915.0,0.38,,,0.38,hydro,hydro_reservoir
Spilling,NO,NO,,,2008.0,1.25,,,1.25,hydro,hydro_reservoir
Stadheim,NO,NO,,,2001.0,4.53,,,4.53,hydro,hydro_reservoir
Staffi,NO,NO,,,2000.0,3.8,,,3.8,hydro,hydro_reservoir
Stakaldefoss,NO,NO,,,1954.0,10.0,,,10.0,hydro,hydro_reservoir
Standal,NO,NO,,,2012.0,5.49,,,5.49,hydro,hydro_reservoir
Stedjeåna,NO,NO,,,2007.0,1.2,,,1.2,hydro,hydro_reservoir
Stegaros,NO,NO,,,2002.0,2.4,,,2.4,hydro,hydro_reservoir
Steinbekken,NO,NO,,,2010.0,0.0072,,,0.0072,hydro,hydro_reservoir
Steindal (Steindal),NO,NO,,,2019.0,4.2,,,4.2,hydro,hydro_reservoir
Steindal (Støylselva),NO,NO,,,2019.0,3.1,,,3.1,hydro,hydro_reservoir
Steindøla,NO,NO,,,2009.0,2.6,,,2.6,hydro,hydro_reservoir
Steine,NO,NO,,,2006.0,1.9,,,1.9,hydro,hydro_reservoir
Steinsfoss,NO,NO,,,1957.0,110.0,,,110.0,hydro,hydro_reservoir
Steinsland,NO,NO,,,1981.0,170.0,,,170.0,hydro,hydro_reservoir
Steinsvik,NO,NO,,,2009.0,8.2,,,8.2,hydro,hydro_reservoir
Steinåga,NO,NO,,,2013.0,5.4,,,5.4,hydro,hydro_reservoir
Stend,NO,NO,,,1985.0,0.95,,,0.95,hydro,hydro_reservoir
Stifoss,NO,NO,,,1939.0,0.75,,,0.75,hydro,hydro_reservoir
Stokkelandsåna,NO,NO,,,2010.0,3.12,,,3.12,hydro,hydro_reservoir
Stongfjord,NO,NO,,,1907.0,2.9,,,2.9,hydro,hydro_reservoir
Stordal,NO,NO,,,1974.0,26.0,,,26.0,hydro,hydro_reservoir
Storebekk,NO,NO,,,2004.0,2.0,,,2.0,hydro,hydro_reservoir
Storedalen,NO,NO,,,2002.0,0.75,,,0.75,hydro,hydro_reservoir
Storelva,NO,NO,,,1948.0,0.47,,,0.47,hydro,hydro_reservoir
Storelva,NO,NO,,,1999.0,0.4,,,0.4,hydro,hydro_reservoir
Storelva,NO,NO,,,2019.0,8.0,,,8.0,hydro,hydro_reservoir
Storelvi,NO,NO,,,2017.0,4.04,,,4.04,hydro,hydro_reservoir
Storelvvatnet,NO,NO,,,2015.0,5.0,,,5.0,hydro,hydro_reservoir
Storfallet,NO,NO,,,1990.0,2.7,,,2.7,hydro,hydro_reservoir
Storli,NO,NO,,,2009.0,0.62,,,0.62,hydro,hydro_reservoir
Storlivatn,NO,NO,,,1968.0,48.0,,,48.0,hydro,hydro_reservoir
Storrøvatnet,NO,NO,,,2002.0,0.648,,,0.648,hydro,hydro_reservoir
Storvatnet,NO,NO,,,2015.0,2.0,,,2.0,hydro,hydro_reservoir
Storå,NO,NO,,,2011.0,1.9,,,1.9,hydro,hydro_reservoir
Storåselva,NO,NO,,,2018.0,25.5,,,25.5,hydro,hydro_reservoir
Storåvatn 1,NO,NO,,,2019.0,8.0,,,8.0,hydro,hydro_reservoir
Strand I,NO,NO,,,2008.0,0.004,,,0.004,hydro,hydro_reservoir
Strandeelva,NO,NO,,,2005.0,0.37,,,0.37,hydro,hydro_reservoir
Strandfossen,NO,NO,,,1979.0,25.0,,,25.0,hydro,hydro_reservoir
Strandfossen Minikraftverk,NO,NO,,,1981.0,0.13,,,0.13,hydro,hydro_reservoir
Strandjordselva,NO,NO,,,2005.0,0.75,,,0.75,hydro,hydro_reservoir
Strandos,NO,NO,,,2012.0,1.93,,,1.93,hydro,hydro_reservoir
Straumane,NO,NO,,,2005.0,1.45,,,1.45,hydro,hydro_reservoir
Straume,NO,NO,,,2017.0,5.0,,,5.0,hydro,hydro_reservoir
Straumsmo,NO,NO,,,1966.0,130.0,,,130.0,hydro,hydro_reservoir
Straumstøyl,NO,NO,,,2006.0,0.4,,,0.4,hydro,hydro_reservoir
Strielv,NO,NO,,,1984.0,1.7,,,1.7,hydro,hydro_reservoir
Strindmoelva,NO,NO,,,1997.0,0.018,,,0.018,hydro,hydro_reservoir
Strupen,NO,NO,,,1999.0,0.48,,,0.48,hydro,hydro_reservoir
Strupen,NO,NO,,,2017.0,1.92,,,1.92,hydro,hydro_reservoir
Strømsfoss,NO,NO,,,1994.0,0.5,,,0.5,hydro,hydro_reservoir
Stråpa,NO,NO,,,2007.0,4.4,,,4.4,hydro,hydro_reservoir
Stublielva,NO,NO,,,2014.0,3.0,,,3.0,hydro,hydro_reservoir
Stuttgongfossen,NO,NO,,,2007.0,1.2,,,1.2,hydro,hydro_reservoir
Stuvane,NO,NO,,,1988.0,38.0,,,38.0,hydro,hydro_reservoir
Styggtjønna,NO,NO,,,2003.0,0.045,,,0.045,hydro,hydro_reservoir
Stølsdal,NO,NO,,,1986.0,17.0,,,17.0,hydro,hydro_reservoir
Stølsdal,NO,NO,,,1985.0,6.0,,,6.0,hydro,hydro_psh
Stølsdalselva,NO,NO,,,2009.0,7.5,,,7.5,hydro,hydro_reservoir
Stølskraft,NO,NO,,,2003.0,1.34,,,1.34,hydro,hydro_reservoir
Stølslia,NO,NO,,,2007.0,1.5,,,1.5,hydro,hydro_reservoir
Suldal I,NO,NO,,,1965.0,180.0,,,180.0,hydro,hydro_reservoir
Suldal II,NO,NO,,,1967.0,150.0,,,150.0,hydro,hydro_reservoir
Sundal,NO,NO,,,2006.0,4.2,,,4.2,hydro,hydro_reservoir
Sundfossen,NO,NO,,,1998.0,2.2,,,2.2,hydro,hydro_reservoir
Sundli,NO,NO,,,2015.0,1.35,,,1.35,hydro,hydro_reservoir
Sundsbarm,NO,NO,,,1970.0,111.0,,,111.0,hydro,hydro_reservoir
Sundsfjord,NO,NO,,,1961.0,96.0,,,96.0,hydro,hydro_reservoir
Suvdal (Buvasselva),NO,NO,,,2004.0,1.35,,,1.35,hydro,hydro_reservoir
Suvdal (Kleppsvatn),NO,NO,,,2004.0,1.5,,,1.5,hydro,hydro_reservoir
Svabo,NO,NO,,,1996.0,3.2,,,3.2,hydro,hydro_reservoir
Svandalsflona,NO,NO,,,1977.0,20.0,,,20.0,hydro,hydro_reservoir
Svanedal,NO,NO,,,2003.0,0.4,,,0.4,hydro,hydro_reservoir
Svanedal i Gjesdal,NO,NO,,,1996.0,0.45,,,0.45,hydro,hydro_reservoir
Svardøla,NO,NO,,,2018.0,9.2,,,9.2,hydro,hydro_reservoir
Svartdalen,NO,NO,,,2006.0,7.5,,,7.5,hydro,hydro_reservoir
Svartelva,NO,NO,,,1959.0,15.5,,,15.5,hydro,hydro_reservoir
Svartevatn,NO,NO,,,2008.0,0.759,,,0.759,hydro,hydro_reservoir
Svartisen,NO,NO,,,1993.0,600.0,,,600.0,hydro,hydro_reservoir
Svartkulp,NO,NO,,,2001.0,3.9,,,3.9,hydro,hydro_reservoir
Svarttjern,NO,NO,,,2008.0,0.135,,,0.135,hydro,hydro_reservoir
Svartvasselva,NO,NO,,,2006.0,0.898,,,0.898,hydro,hydro_reservoir
Svartvatn,NO,NO,,,2012.0,1.79,,,1.79,hydro,hydro_reservoir
Svatsum 1,NO,NO,,,1915.0,0.9,,,0.9,hydro,hydro_reservoir
Svatsum 2,NO,NO,,,2009.0,1.7,,,1.7,hydro,hydro_reservoir
Svean,NO,NO,,,1940.0,27.0,,,27.0,hydro,hydro_reservoir
Svelgen I,NO,NO,,,1921.0,9.1,,,9.1,hydro,hydro_reservoir
Svelgen II,NO,NO,,,1958.0,29.0,,,29.0,hydro,hydro_reservoir
Svelgen III,NO,NO,,,1963.0,22.0,,,22.0,hydro,hydro_reservoir
Svelgen IV,NO,NO,,,1973.0,50.0,,,50.0,hydro,hydro_reservoir
Svelgfoss,NO,NO,,,1958.0,92.0,,,92.0,hydro,hydro_reservoir
Sviland,NO,NO,,,1908.0,2.0,,,2.0,hydro,hydro_reservoir
Svorka,NO,NO,,,1963.0,22.0,,,22.0,hydro,hydro_reservoir
Svorkmo,NO,NO,,,1983.0,55.0,,,55.0,hydro,hydro_reservoir
Sværa,NO,NO,,,2003.0,0.019,,,0.019,hydro,hydro_reservoir
Sværen,NO,NO,,,2010.0,3.2,,,3.2,hydro,hydro_reservoir
Sya,NO,NO,,,2009.0,1.2,,,1.2,hydro,hydro_reservoir
Sylsjø,NO,NO,,,2008.0,3.3,,,3.3,hydro,hydro_reservoir
Syrifossen,NO,NO,,,2010.0,2.84,,,2.84,hydro,hydro_reservoir
Sy-Sima,NO,NO,,,1981.0,620.0,,,620.0,hydro,hydro_reservoir
Syversætre Foss,NO,NO,,,2012.0,2.5,,,2.5,hydro,hydro_reservoir
Sæterstad,NO,NO,,,2004.0,0.035,,,0.035,hydro,hydro_reservoir
Sæteråa,NO,NO,,,1998.0,0.032,,,0.032,hydro,hydro_reservoir
Sætra,NO,NO,,,1948.0,0.7,,,0.7,hydro,hydro_reservoir
Sævareid,NO,NO,,,2006.0,0.8,,,0.8,hydro,hydro_reservoir
Søa,NO,NO,,,1967.0,37.0,,,37.0,hydro,hydro_reservoir
Søberg,NO,NO,,,2011.0,5.2,,,5.2,hydro,hydro_reservoir
Søfferud,NO,NO,,,1914.0,0.02,,,0.02,hydro,hydro_reservoir
Søkkunda,NO,NO,,,2017.0,9.0,,,9.0,hydro,hydro_reservoir
Sølbergfallet,NO,NO,,,1900.0,0.3,,,0.3,hydro,hydro_reservoir
Sølia,NO,NO,,,2016.0,1.96,,,1.96,hydro,hydro_reservoir
Sølna,NO,NO,,,2016.0,5.35,,,5.35,hydro,hydro_reservoir
Sønnå H,NO,NO,,,2008.0,212.4,,,212.4,hydro,hydro_reservoir
Sønnå L,NO,NO,,,2008.0,62.5,,,62.5,hydro,hydro_reservoir
Sønsteby,NO,NO,,,2010.0,0.1,,,0.1,hydro,hydro_reservoir
Sørbrandal,NO,NO,,,1951.0,9.5,,,9.5,hydro,hydro_reservoir
Sørdalen,NO,NO,,,2009.0,0.55,,,0.55,hydro,hydro_reservoir
Sørdalselva,NO,NO,,,2008.0,1.15,,,1.15,hydro,hydro_reservoir
Sørdalselva,NO,NO,,,2017.0,2.7,,,2.7,hydro,hydro_reservoir
Sørfjord I,NO,NO,,,1983.0,75.0,,,75.0,hydro,hydro_reservoir
Sørfjord II,NO,NO,,,1983.0,4.0,,,4.0,hydro,hydro_reservoir
Sørfjordkraft,NO,NO,,,1988.0,0.7,,,0.7,hydro,hydro_reservoir
Sør-Forså,NO,NO,,,1985.0,1.1,,,1.1,hydro,hydro_reservoir
Sørmeland,NO,NO,,,2003.0,0.0075,,,0.0075,hydro,hydro_reservoir
Søråi (Momrak),NO,NO,,,2000.0,0.035,,,0.035,hydro,hydro_reservoir
Søråni,NO,NO,,,2019.0,7.7,,,7.7,hydro,hydro_reservoir
Søtvik,NO,NO,,,2005.0,0.09,,,0.09,hydro,hydro_reservoir
Såheim,NO,NO,,,1915.0,189.0,,,189.0,hydro,hydro_reservoir
Tafjord 1,NO,NO,,,1923.0,25.0,,,25.0,hydro,hydro_reservoir
Tafjord 2,NO,NO,,,1952.0,29.5,,,29.5,hydro,hydro_reservoir
Tafjord 3,NO,NO,,,1958.0,22.0,,,22.0,hydro,hydro_reservoir
Tafjord 4,NO,NO,,,1968.0,110.0,,,110.0,hydro,hydro_reservoir
Tafjord 5,NO,NO,,,1982.0,82.7,,,82.7,hydro,hydro_reservoir
Tafjord 6,NO,NO,,,1994.0,1.8,,,1.8,hydro,hydro_reservoir
Tafjord 7 (Fagerbotnvatn),NO,NO,,,2006.0,1.1,,,1.1,hydro,hydro_reservoir
Tafjord 7 (Fetvatn),NO,NO,,,2006.0,2.15,,,2.15,hydro,hydro_reservoir
Tafjord 8,NO,NO,,,2013.0,2.8,,,2.8,hydro,hydro_reservoir
Takle,NO,NO,,,2000.0,0.99,,,0.99,hydro,hydro_reservoir
Tapstad,NO,NO,,,2005.0,0.09,,,0.09,hydro,hydro_reservoir
Taraldsvik,NO,NO,,,1986.0,1.5,,,1.5,hydro,hydro_reservoir
Teitafossen,NO,NO,,,2009.0,0.89,,,0.89,hydro,hydro_reservoir
