name,country,zone,fuel,tech,commissioned,capacity_mw,eta,lon,lat
St-Léonard,CH,CH,,,1998.0,36.0,,7.44474052981,46.260587705
Beulet,CH,CH,,,1990.0,0.72,,7.42100406459,46.2682325663
Sauterot (Hérémence LYSA),CH,CH,,,1977.0,5.1,,7.40653607429,46.1699973881
Sauterôt (Hérémence FMdB),CH,CH,,,2012.0,0.6,,7.40783042964,46.1707174053
Bramois (Groupes 1 à 4),CH,CH,,,1915.0,25.2,,,
Bramois (Groupe 7),CH,CH,,,1953.0,0.43,,,
La Dixence,CH,CH,,,1950.0,0.0,,7.3218520553,46.1127290441
La Zour,CH,CH,,,2004.0,0.46,,7.35289555834,46.2744977933
Arbaz I  STEP (Comba Energies),CH,CH,,,2010.0,0.59,,,
Arbaz II (Sionne Energie),CH,CH,,,2015.0,0.58,,7.36318337545,46.2464389011
Rochers,CH,CH,,,2001.0,0.33,,7.35252424065,46.2633429435
"Reserv. de Péteille, Vétroz",CH,CH,,,2015.0,0.73,,7.27325930917,46.2269117894
Ardon,CH,CH,,,1996.0,52.0,,7.25657347569,46.2167209401
Balavaud,CH,CH,,,1971.0,0.48,,7.2566888557,46.2209490674
Grande Dixence,CH,CH,,,1961.0,0.0,,7.25150652126,46.1829790765
Grande Dixence,CH,CH,,,1965.0,0.0,,7.25150652126,46.1829790765
Grande Dixence,CH,CH,,,1964.0,0.0,,7.25150652126,46.1829790765
Grande Dixence,CH,CH,,,1963.0,0.0,,7.25150652126,46.1829790765
Cleuson-Dixence,CH,CH,,,1999.0,1285.0,,7.25150652126,46.1829790765
Grande Dixence,CH,CH,,,1957.0,306.0,,7.25150652126,46.1829790765
Grande Dixence,CH,CH,,,1960.0,392.0,,7.25150652126,46.1829790765
"2ème Palier Isérables, Riddes",CH,CH,,,2016.0,0.65,,,
1er Palier Isérables c. Arcay,CH,CH,,,2013.0,0.35,,7.24886403999,46.1609354297
"Les Pontets, Com. de Riddes",CH,CH,,,2014.0,0.45,,7.25182026579,46.1295458122
Riddes (l'eau potable),CH,CH,,,2009.0,0.31,,7.2283790358,46.1689050258
Chanrion,CH,CH,,,1964.0,30.0,,7.35062083304,45.99977203
Fionnay (Mauvoisin),CH,CH,,,1992.0,140.0,,7.30795254991,46.0304047252
Riddes,CH,CH,,,1992.0,258.0,,7.20926514067,46.1574432142
Turbinage Jora - Afforêts,CH,CH,,,2013.0,0.47,,7.1997964841,46.1911570385
Fully les Verdan,CH,CH,,,2017.0,2.13,,,
Fully Les Garettes,CH,CH,,,2017.0,0.87,,,
Champsec,CH,CH,,,1994.0,8.7,,7.24806388388,46.0571253575
STEP Vallée Bagnes,CH,CH,,,2007.0,0.4,,7.20311685212,46.0827671918
Eaux des torrent de Verbier,CH,CH,,,2017.0,2.3,,,
Pas-du-Lein,CH,CH,,,1998.0,0.47,,7.16702258324,46.1141701715
Vollèges-Cries,CH,CH,,,2009.0,0.9,,7.17785746662,46.0935060212
Hospitalet,CH,CH,,,1963.0,1.47,,7.18722185045,45.8860019638
"La Delise, Bourg-Saint-Pierre",CH,CH,,,2016.0,2.0,,,
Pallazuit,CH,CH,,,1958.0,33.4,,7.18949243196,45.9810884929
Niollet 1,CH,CH,,,2004.0,0.32,,7.12138441237,46.0219359255
Niollet 2,CH,CH,,,1996.0,1.2,,7.14243628028,46.0211838851
Orsières,CH,CH,,,1958.0,26.4,,7.14230764616,46.0210935902
Orsières,CH,CH,,,1943.0,0.0,,7.14230764616,46.0210935902
Sembrancher,CH,CH,,,1929.0,11.0,,7.15672724814,46.079152002
Martigny-Bourg,CH,CH,,,1945.0,22.0,,7.05906976663,46.0883098661
Pont-Neuf,CH,CH,,,1981.0,0.93,,7.05542701654,46.073184867
Trient,CH,CH,,,1995.0,1.0,,6.96030038614,46.0583372445
Châtelard-Barberine,CH,CH,,,1977.0,112.0,,6.95858815009,46.0620181656
Emosson,CH,CH,,,1978.0,260.5,,6.94899701138,46.0508221655
Emosson,CH,CH,,,1978.0,0.0,,6.94899701138,46.0508221655
Emosson,CH,CH,,,1978.0,0.0,,6.94899701138,46.0508221655
Vernayaz (CFF),CH,CH,,,1990.0,92.0,,7.03598337007,46.1332077915
Turbinage Salvan et Vernayaz,CH,CH,,,2013.0,0.46,,7.0346848085,46.1338328331
Emosson,CH,CH,,,1978.0,170.0,,6.94899701138,46.0508221655
Vernayaz (Pissevache),CH,CH,,,2016.0,1.7,,,
Salanfe,CH,CH,,,2012.0,70.0,,7.02889676253,46.1464058483
Salanfe,CH,CH,,,1965.0,0.0,,7.02889676253,46.1464058483
Salanfe,CH,CH,,,1963.0,0.0,,7.02889676253,46.1464058483
Aboyeu,CH,CH,,,1981.0,3.3,,7.03393846048,46.1819570581
La Rasse,CH,CH,,,1998.0,0.72,,7.0092074642,46.1813257215
Lavey,CH,CH,,,1990.0,90.0,,7.01296270519,46.2144442208
La Peuffeyre,CH,CH,,,2004.0,24.0,,7.06171756484,46.2659833584
Sublin 1,CH,CH,,,1993.0,8.0,,7.04019258223,46.2650997419
Sublin 2,CH,CH,,,2013.0,2.61,,7.04019258223,46.2650997419
Bevieux,CH,CH,,,1943.0,1.9,,7.02881412738,46.2603811856
Champéry Etrivouez,CH,CH,,,1990.0,0.97,,6.85918766723,46.161762733
Torrent de Soi,CH,CH,,,2005.0,0.92,,6.89104970296,46.1860308699
Monthey (Vièze),CH,CH,,,1999.0,13.6,,6.94720705322,46.2492602077
Monthey (Tine),CH,CH,,,1994.0,9.8,,6.94720705322,46.2492602077
Monthey (Commune),CH,CH,,,1992.0,0.4,,6.94448084181,46.2496081279
Châble II,CH,CH,,,2014.0,0.42,,,
Diablerets,CH,CH,,,1957.0,5.4,,7.15465044855,46.3530641075
Pont de la Tine,CH,CH,,,1991.0,10.6,,7.04451800887,46.348145567
Pont de la Tine  Coussy-Loudze,CH,CH,,,2013.0,0.39,,7.04413354848,46.3474245655
"La Douve, Aigle",CH,CH,,,2000.0,0.46,,7.01531866907,46.3277994563
Les Farettes,CH,CH,,,1967.0,20.3,,,
Micro-centrale de Fontanney,CH,CH,,,1997.0,0.33,,6.98398364412,46.3170626321
Eaux du torrent du Fossau,CH,CH,,,2018.0,2.3,,,
"Croseau, Saint-Gingolph",CH,CH,,,2009.0,0.35,,6.80580981556,46.3877224781
Hongrin-Léman,CH,CH,,,2016.0,420.0,,,
Sonzier,CH,CH,,,1971.0,1.65,,6.92517165399,46.4403231332
Taulan,CH,CH,,,1996.0,1.2,,6.91846679903,46.4339054895
Rivaz (Le Forestay),CH,CH,,,2014.0,0.73,,6.77770904753,46.4746425288
Plan-Dessous,CH,CH,,,2001.0,10.7,,6.3858086765,46.4992089696
La Petite Vaux,CH,CH,,,2008.0,3.31,,6.40502679993,46.4888599452
Seujet,CH,CH,,,1994.0,8.7,,6.13447158551,46.2031197477
Vessy,CH,CH,,,2007.0,0.32,,6.17027683448,46.1790567398
Verbois,CH,CH,,,1999.0,102.8,,6.02735734063,46.1913941292
Chancy-Pougny,CH,CH,,,2013.0,54.0,,5.9764989749,46.1604259494
Chancy-Pougny Dot. passe pois.,CH,CH,,,2013.0,0.48,,5.97419822603,46.1593164285
La Rançonnière,CH,CH,,,1984.0,1.6,,6.71594514968,47.0529629931
Am. de dotation du Châtelot,CH,CH,,,2005.0,1.0,,6.74440337669,47.1014437602
Le Châtelot,CH,CH,,,1953.0,31.6,,6.77393285741,47.1209584467
Refrain,CH,CH,,,1956.0,12.0,,6.87311737175,47.1876938239
La Goule,CH,CH,,,1958.0,5.6,,6.92853835569,47.2287001901
Ossasco,CH,CH,,,2012.0,1.27,,8.53838477213,46.5126365625
Sella,CH,CH,,,1991.0,1.93,,8.58666190321,46.5524637488
Lucendro,CH,CH,,,1947.0,60.0,,8.59770900919,46.5263515901
Lucendro,CH,CH,,,1947.0,0.0,,8.59770900919,46.5263515901
Calcaccia,CH,CH,,,1988.0,3.6,,8.6345754932,46.5194921171
Ritom,CH,CH,,,1958.0,44.0,,8.67531756408,46.5172567651
Stalvedro (AET),CH,CH,,,1968.0,14.0,,8.67766693812,46.5174111108
Tremorgio,CH,CH,,,1925.0,10.0,,8.73670424626,46.4902114363
Ri di Foch 2 Prato (Leventina),CH,CH,,,2008.0,0.31,,8.74753439559,46.480190595
Ceresa 1,CH,CH,,,1950.0,2.0,,8.78804420318,46.4856544595
"Piumogna, Dalpe",CH,CH,,,2000.0,1.0,,8.76660589676,46.4665637849
Piottino,CH,CH,,,1958.0,72.9,,8.83996336006,46.4383309577
Ticinetto,CH,CH,,,1998.0,2.9,,8.85066701859,46.4195742834
Nuova Biaschina,CH,CH,,,1974.0,141.0,,8.92878536777,46.3649512107
Luzzone,CH,CH,,,1963.0,20.0,,8.96078316021,46.565256077
Olivone,CH,CH,,,1962.0,102.0,,8.94911144856,46.5396795136
Biasca,CH,CH,,,2007.0,324.0,,8.98264959939,46.3349885216
Spina (Isola),CH,CH,,,1962.0,20.9,,9.20699910427,46.431134362
Spina (Valbella),CH,CH,,,1963.0,4.2,,9.20699910427,46.431134362
Mesocco (Nan Ros),CH,CH,,,2010.0,0.35,,9.23446723925,46.4196352889
Soazza,CH,CH,,,1961.0,83.0,,9.21216635065,46.3424239041
Lostallo,CH,CH,,,1958.0,25.0,,9.20903078792,46.3219576602
Tecnicama,CH,CH,,,1987.0,0.3,,9.17421837591,46.2851556545
Grono,CH,CH,,,1965.0,37.5,,9.15352000435,46.2420119954
Calancasca,CH,CH,,,1951.0,20.8,,9.11854962054,46.2392079506
Morobbia,CH,CH,,,1970.0,15.5,,9.01689952707,46.1680636081
Verzasca (Gordola),CH,CH,,,1965.0,132.5,,8.84910111686,46.1942167756
Verzasca (Tenero),CH,CH,,,1972.0,4.25,,8.85330945367,46.1816582328
Sambuco-Peccia,CH,CH,,,1955.0,54.0,,8.61147407012,46.4156418664
Corgello-Peccia,CH,CH,,,1991.0,0.98,,8.61147407012,46.4156418664
Robiei,CH,CH,,,2016.0,192.0,,8.50890150082,46.4449947898
Bavona,CH,CH,,,1966.0,140.0,,8.53761284541,46.4103537646
Kraftwerk Tomè,CH,CH,,,2016.0,2.12,,,
Cavergno,CH,CH,,,1955.0,114.0,,8.59532353346,46.3536410924
Verbano 1,CH,CH,,,1953.0,119.0,,8.71678735348,46.131824283
Verbano 2,CH,CH,,,1973.0,62.0,,8.71744263841,46.1321767287
Cerentino,CH,CH,,,2004.0,1.38,,8.5516126454,46.3065771304
Giumaglio,CH,CH,,,1967.0,8.94,,8.66971883413,46.2824127218
Galleria Cavergno-Palagnedra,CH,CH,,,2018.0,2.85,,,
Ponte Brolla,CH,CH,,,1958.0,3.1,,8.75120889324,46.18559009
Cassarate - Franscinone,CH,CH,,,1991.0,5.0,,8.97466556023,46.047992628
Sigirino (Monteceneri),CH,CH,,,2015.0,0.84,,8.91253368696,46.0774335119
Valmara,CH,CH,,,1999.0,0.95,,8.9776796767,45.9394453937
Gabi,CH,CH,,,1986.0,11.33,,8.0700669845,46.1882115335
Gondo,CH,CH,,,2017.0,61.0,,8.1506042231,46.196009215
Tannuwald,CH,CH,,,1979.0,5.2,,8.10793668693,46.1499409889
Palü,CH,CH,,,2004.0,9.5,,10.0289744735,46.3724950431
Palü,CH,CH,,,1923.0,0.0,,10.0289744735,46.3724950431
Cavaglia,CH,CH,,,2016.0,7.0,,10.0363058541,46.3680968766
Robbia,CH,CH,,,2005.0,27.0,,10.0610921706,46.3482642227
Pedecosta,CH,CH,,,2010.0,0.51,,10.0757152147,46.3576454254
Campocologno 1,CH,CH,,,2003.0,50.0,,10.1436946334,46.2321878892
Campocologno 2,CH,CH,,,1950.0,1.62,,10.1451821456,46.2308021117
Lizun,CH,CH,,,1961.0,6.6,,9.65796327585,46.3806401186
Albignawerk Löbbia,CH,CH,,,2004.0,86.0,,9.65890088302,46.3749522123
Plancanin,CH,CH,,,1991.0,0.5,,9.71265622238,46.3638966463
Fornowerk Löbbia,CH,CH,,,1960.0,9.0,,9.65890088302,46.3749522123
Albignawerk Löbbia,CH,CH,,,1967.0,0.0,,9.65890088302,46.3749522123
Albignawerk Löbbia,CH,CH,,,1963.0,0.0,,9.65890088302,46.3749522123
Molino,CH,CH,,,2017.0,0.51,,,
Castasegna,CH,CH,,,1980.0,100.0,,9.51543700775,46.3360981055
Silvaplana,CH,CH,,,1973.0,1.47,,9.79337673204,46.4596242856
Pradella - Dotierzentrale,CH,CH,,,2014.0,0.96,,10.3289973638,46.8050592146
Islas,CH,CH,,,2007.0,4.4,,9.85728901713,46.5056195848
"Roseg, Samedan",CH,CH,,,2003.0,0.31,,9.87815914687,46.5117431884
Morteratsch,CH,CH,,,2016.0,1.6,,9.94164682347,46.4525803371
Champagna 1,CH,CH,,,1992.0,0.36,,9.89347601258,46.5419232912
Madulain,CH,CH,,,1980.0,1.56,,9.9363025202,46.5852709512
Susasca,CH,CH,,,2015.0,5.86,,10.0840366722,46.7551930076
Ouvra Electrica Lavinuoz Lavin,CH,CH,,,2014.0,3.07,,10.1143178662,46.7689779531
Guarda (Ara),CH,CH,,,1998.0,0.35,,10.1429807693,46.7684823294
Tasnan,CH,CH,,,2014.0,6.6,,10.2257209387,46.7776529012
Tarasp (Ischla),CH,CH,,,2010.0,0.92,,10.2837559953,46.7899029834
Clemgia,CH,CH,,,2001.0,1.9,,10.296917759,46.7884940361
Chasura,CH,CH,,,1994.0,0.3,,10.4358013527,46.8702702474
"Alp Trida-Laret, Samnaun",CH,CH,,,2017.0,0.46,,,
Schergenbach,CH,CH,,,1970.0,0.96,,10.4217681589,46.960384617
Punt dal Gall-Dotieranlage,CH,CH,,,1969.0,2.8,,10.1932036115,46.6234441915
Ova Spin,CH,CH,,,1970.0,54.0,,10.1444753501,46.6782585306
Ova Spin-Dotieranlage,CH,CH,,,1969.0,0.47,,10.1444753501,46.6782585306
Pradella,CH,CH,,,1970.0,300.0,,10.3336910022,46.8045802532
Pradella-Martina,CH,CH,,,1994.0,84.0,,10.4645577137,46.8821155388
Muranzina,CH,CH,,,1995.0,2.0,,10.4278045452,46.5965486956
Chasseras,CH,CH,,,1991.0,1.07,,10.4414426528,46.614013798
Mühleberg,CH,CH,,,1972.0,390.0,,7.28449397374,46.9691475017
Gösgen,CH,CH,,,1979.0,1035.0,,7.97945465498,47.3694251427
Beznau 1,CH,CH,,,1969.0,380.0,,,
Beznau 2,CH,CH,,,1971.0,380.0,,,
Leibstadt,CH,CH,,,1984.0,1245.0,,,
Aall-Ulefoss,NO,NO,,,1948.0,5.7,,,
Aaning,NO,NO,,,1999.0,0.016,,,
Aarskog,NO,NO,,,1996.0,0.83,,,
Aas,NO,NO,,,1908.0,1.0,,,
Adamselv,NO,NO,,,1973.0,50.0,,,
Adamselv II,NO,NO,,,2007.0,0.4,,,
Aga,NO,NO,,,2007.0,0.05,,,
Aklestad,NO,NO,,,2008.0,0.0115,,,
Akslandselva,NO,NO,,,2013.0,1.7,,,
Alnes Vannbehandlingsanlegg,NO,NO,,,1997.0,0.06,,,
Alsaker,NO,NO,,,2009.0,1.2,,,
Alta,NO,NO,,,1987.0,150.0,,,
Andåsfossen,NO,NO,,,2001.0,2.0,,,
Anga,NO,NO,,,2019.0,7.8,,,
Angvik,NO,NO,,,1990.0,1.1,,,
Ardalen,NO,NO,,,1954.0,2.5,,,
Arna,NO,NO,,,1934.0,2.2,,,
Arneselv,NO,NO,,,2004.0,2.4,,,
Arstadfossen,NO,NO,,,2003.0,1.0,,,
Ask Kraft,NO,NO,,,2007.0,0.195,,,
Askerudfoss,NO,NO,,,1946.0,13.2,,,
Aspenes,NO,NO,,,2005.0,0.055,,,
Aunbekken,NO,NO,,,2002.0,0.018,,,
Aunfoss,NO,NO,,,1959.0,29.54,,,
Aura,NO,NO,,,1955.0,290.0,,,
Aurdal,NO,NO,,,2002.0,0.02,,,
Aurland I,NO,NO,,,1973.0,840.0,,,
Aurland II H,NO,NO,,,1983.0,70.0,,,
Aurland II L,NO,NO,,,1982.0,60.0,,,
Aurland III,NO,NO,,,1979.0,270.0,,,
Aurland IV (Vangen),NO,NO,,,1980.0,38.0,,,
Aurland V (Reppa),NO,NO,,,1984.0,9.0,,,
Austdøla,NO,NO,,,2004.0,1.3,,,
Austvass,NO,NO,,,2002.0,0.12,,,
Baggfossen,NO,NO,,,2015.0,0.132,,,
Bagn,NO,NO,,,1963.0,75.5,,,
Bakkeelva,NO,NO,,,2019.0,2.5,,,
Bakkefossen,NO,NO,,,1994.0,0.0738,,,
Bardufoss,NO,NO,,,1953.0,41.5,,,
Bedafors,NO,NO,,,1985.0,1.0,,,
Befring,NO,NO,,,2003.0,4.5,,,
Begna,NO,NO,,,1954.0,5.6,,,
Bele,NO,NO,,,2013.0,2.9,,,
Bele mikrokraftverk,NO,NO,,,2007.0,0.082,,,
Bentsjord,NO,NO,,,2012.0,2.66,,,
Berdal,NO,NO,,,1996.0,0.2,,,
Berdalselva,NO,NO,,,2011.0,4.35,,,
Bergbekken,NO,NO,,,1998.0,0.0014,,,
Berge,NO,NO,,,2018.0,7.96,,,
Bergelva,NO,NO,,,2008.0,0.3,,,
Bergerfoss,NO,NO,,,1938.0,3.3,,,
Bergesli,NO,NO,,,2008.0,0.78,,,
Bergsbotn,NO,NO,,,1985.0,7.9,,,
Bergselva,NO,NO,,,2013.0,5.4,,,
Bergsfjord,NO,NO,,,1959.0,1.1,,,
Bergstø,NO,NO,,,2009.0,2.9,,,
Berild,NO,NO,,,1999.0,15.9,,,
Berlifoss,NO,NO,,,1958.0,9.5,,,
Bessa Minikraftverk,NO,NO,,,1999.0,0.098,,,
Bestul,NO,NO,,,2015.0,0.71,,,
Bingsfoss,NO,NO,,,1977.0,32.5,,,
Birkedal,NO,NO,,,2017.0,0.055,,,
Birkås,NO,NO,,,2006.0,0.71,,,
Biskopstien,NO,NO,,,1999.0,0.04,,,
Bjelland,NO,NO,,,1974.0,55.0,,,
Bjelland II,NO,NO,,,2011.0,0.71,,,
Bjergaelva,NO,NO,,,2004.0,0.65,,,
Bjerka,NO,NO,,,1972.0,20.0,,,
Bjordal,NO,NO,,,2004.0,0.099,,,
Bjordal II,NO,NO,,,2009.0,0.14,,,
Bjordalen,NO,NO,,,1960.0,2.9,,,
Bjordøla,NO,NO,,,2005.0,0.132,,,
Bjoråi,NO,NO,,,2005.0,0.028,,,
Bjølvo,NO,NO,,,2003.0,99.2,,,
Bjørdal,NO,NO,,,1931.0,4.3,,,
Bjørgjo,NO,NO,,,2009.0,0.6,,,
Bjørgum,NO,NO,,,2004.0,5.495,,,
Bjørheimsbygd,NO,NO,,,2006.0,0.9,,,
Bjørkåsen,NO,NO,,,1921.0,3.68,,,
Bjørndalen,NO,NO,,,2006.0,4.95,,,
Bjørndalselva,NO,NO,,,2006.0,5.3,,,
Bjørnebykverna,NO,NO,,,2000.0,0.09,,,
Bjørnstokk,NO,NO,,,2017.0,8.2,,,
Bjørsvik,NO,NO,,,1952.0,0.495,,,
Bjøråa,NO,NO,,,1999.0,0.025,,,
Bjøråa,NO,NO,,,1997.0,0.036,,,
Bjåstad,NO,NO,,,2018.0,5.19,,,
Blikraåna,NO,NO,,,2006.0,0.25,,,
Blikåsbekken,NO,NO,,,2000.0,0.004,,,
Blokken,NO,NO,,,1917.0,0.12,,,
Blådalselva,NO,NO,,,2010.0,2.66,,,
Blåfalli III H,NO,NO,,,1968.0,100.0,,,
Blåfalli III L,NO,NO,,,1976.0,5.0,,,
Blåfalli IV,NO,NO,,,1981.0,13.0,,,
Blåfalli V,NO,NO,,,2002.0,8.1,,,
Blåfalli Vik,NO,NO,,,2007.0,230.0,,,
Blålid,NO,NO,,,2007.0,0.565,,,
Blåsvagrova,NO,NO,,,2005.0,0.017,,,
Bog,NO,NO,,,2008.0,0.09,,,
Boge 1,NO,NO,,,2007.0,1.35,,,
Boge 2,NO,NO,,,2008.0,1.25,,,
Bogna,NO,NO,,,1971.0,57.0,,,
Bordalsbekken,NO,NO,,,2012.0,1.9,,,
Borgen,NO,NO,,,2007.0,0.09,,,
Borgund,NO,NO,,,1974.0,212.0,,,
Borgåna,NO,NO,,,2017.0,1.95,,,
Borregaard,NO,NO,,,1910.0,51.0,,,
Botnabakken,NO,NO,,,2009.0,0.16,,,
Botnaelva,NO,NO,,,2005.0,0.4,,,
Botnaelva,NO,NO,,,2007.0,0.862,,,
Brandåa,NO,NO,,,2009.0,3.94,,,
Braskereidfoss,NO,NO,,,1978.0,35.95,,,
Bratsberg,NO,NO,,,1977.0,124.0,,,
Bratthus,NO,NO,,,2012.0,0.68,,,
Brattingfoss,NO,NO,,,1955.0,10.7,,,
Brattset,NO,NO,,,1982.0,80.0,,,
Brattvåg,NO,NO,,,1912.0,0.81,,,
Breiava,NO,NO,,,2006.0,14.8,,,
Breidalselva,NO,NO,,,2016.0,0.99,,,
Breiskallen,NO,NO,,,1988.0,1.0,,,
Breive,NO,NO,,,1981.0,20.0,,,
Breivikbotn,NO,NO,,,1950.0,0.84,,,
Breivold,NO,NO,,,2001.0,1.0,,,
Brekke,NO,NO,,,1987.0,1.5,,,
Brekke,NO,NO,,,1924.0,8.0,,,
Brekkebekken,NO,NO,,,2004.0,0.472,,,
Brekkefoss,NO,NO,,,1957.0,1.6,,,
Brekkefossen,NO,NO,,,2005.0,3.9,,,
Brekkefossen,NO,NO,,,2018.0,3.8,,,
Brekkestøl,NO,NO,,,2000.0,1.44,,,
Breksillan,NO,NO,,,1997.0,0.033,,,
Briksdal,NO,NO,,,2007.0,0.56,,,
Brokke,NO,NO,,,1964.0,330.0,,,
Brudalsbekken,NO,NO,,,1998.0,0.022,,,
Bruelva,NO,NO,,,2014.0,1.0,,,
Brufjell,NO,NO,,,2004.0,0.075,,,
Brufoss,NO,NO,,,1982.0,2.2,,,
Brulandsfoss,NO,NO,,,1934.0,12.5,,,
Brunstad,NO,NO,,,2010.0,3.34,,,
Bruvollelva,NO,NO,,,2010.0,3.8,,,
Brødbølfoss,NO,NO,,,1920.0,2.4,,,
Bråberg,NO,NO,,,2018.0,1.95,,,
Buavatn,NO,NO,,,1988.0,6.0,,,
Budalselva,NO,NO,,,2005.0,0.3,,,
Budalselva,NO,NO,,,2010.0,0.54,,,
Buer,NO,NO,,,1985.0,1.5,,,
Bukkskinn,NO,NO,,,2009.0,0.01,,,
Bulko,NO,NO,,,2008.0,2.35,,,
Buru,NO,NO,,,2008.0,0.015,,,
Buset,NO,NO,,,2002.0,1.2,,,
Buset mikrokraftverk,NO,NO,,,2000.0,0.018,,,
Byaelva,NO,NO,,,2006.0,0.088,,,
Byafossen,NO,NO,,,1957.0,6.0,,,
Byrkjedal,NO,NO,,,1999.0,0.63,,,
Byrkjelo,NO,NO,,,2007.0,13.27,,,
Byro,NO,NO,,,2016.0,3.2,,,
Byrte,NO,NO,,,1969.0,20.0,,,
Bæverfjord Gård Kraftverk,NO,NO,,,1971.0,0.0176,,,
Bøaåni,NO,NO,,,1973.0,1.178,,,
Bøen I,NO,NO,,,2006.0,1.8,,,
Bøen II,NO,NO,,,2016.0,2.99,,,
Bøhnsdalen,NO,NO,,,1986.0,3.0,,,
Børter 1,NO,NO,,,1914.0,0.45,,,
Børter 2,NO,NO,,,1922.0,0.25,,,
Børtveit,NO,NO,,,1921.0,2.4,,,
Bøylefoss,NO,NO,,,1912.0,65.0,,,
Båtsvatn,NO,NO,,,1977.0,30.0,,,
Cabardasjohka,NO,NO,,,1953.0,0.7,,,
"Cermaq Norway AS avd, Dyping",NO,NO,,,2002.0,0.15,,,
Corrojavrrit,NO,NO,,,1990.0,1.7,,,
Dahlefoss,NO,NO,,,2009.0,0.98,,,
Daja,NO,NO,,,1958.0,30.0,,,
Dalabekken,NO,NO,,,2009.0,0.022,,,
Dalane,NO,NO,,,1920.0,1.44,,,
Dale,NO,NO,,,1990.0,5.2,,,
Dale,NO,NO,,,2005.0,2.95,,,
Dale II,NO,NO,,,1990.0,150.0,,,
Daleelva,NO,NO,,,2017.0,2.5,,,
Dalegjerdet,NO,NO,,,2012.0,2.3,,,
Dalelva,NO,NO,,,2010.0,3.1,,,
Dalelva,NO,NO,,,2006.0,0.9,,,
Dalen 1,NO,NO,,,2010.0,4.9,,,
Dalsbekken,NO,NO,,,2010.0,0.7,,,
Dalselva,NO,NO,,,2010.0,0.3,,,
Dalsfos,NO,NO,,,1907.0,6.2,,,
Dalvatn,NO,NO,,,1978.0,35.4,,,
Dauremål,NO,NO,,,2007.0,4.95,,,
Deilbekken,NO,NO,,,2005.0,0.027,,,
Deveggåe,NO,NO,,,2011.0,2.997,,,
Dirdal,NO,NO,,,2007.0,1.6,,,
Dittielva,NO,NO,,,2012.0,5.6,,,
Dividalen,NO,NO,,,1972.0,26.0,,,
Djupdal,NO,NO,,,1976.0,14.3,,,
Djupfjord I,NO,NO,,,1952.0,5.1,,,
Djupfjord II,NO,NO,,,1957.0,2.6,,,
Djupvika,NO,NO,,,2001.0,0.038,,,
Djupå,NO,NO,,,1998.0,0.008,,,
Djuv,NO,NO,,,2009.0,0.045,,,
Dokka,NO,NO,,,1989.0,44.6,,,
Dokkelva,NO,NO,,,2012.0,5.49,,,
Dragefossen,NO,NO,,,1987.0,3.3,,,
Drarvik,NO,NO,,,2000.0,0.022,,,
Draura,NO,NO,,,2013.0,2.5,,,
Dravlaus,NO,NO,,,2016.0,4.18,,,
Driva,NO,NO,,,1973.0,140.0,,,
Drivdal,NO,NO,,,2008.0,2.3,,,
Drivdalselva,NO,NO,,,2002.0,0.35,,,
Duge,NO,NO,,,1979.0,200.0,,,
Dvergsdalsdalen,NO,NO,,,2010.0,2.0,,,
Dversetelva,NO,NO,,,2011.0,3.68,,,
Dynjanfoss,NO,NO,,,1951.0,33.0,,,
Dyrbakk,NO,NO,,,1913.0,0.57,,,
Dyrhovden,NO,NO,,,1998.0,0.069,,,
Dyrkorn,NO,NO,,,2011.0,2.8,,,
Dyrnesli,NO,NO,,,1907.0,6.5,,,
Dyrstad,NO,NO,,,1999.0,0.99,,,
Døla,NO,NO,,,2011.0,2.1,,,
Døsen,NO,NO,,,2004.0,0.09,,,
Døvik,NO,NO,,,2004.0,0.8,,,
Døvikfoss,NO,NO,,,1975.0,15.0,,,
Eftestøl,NO,NO,,,2000.0,0.4,,,
Egge,NO,NO,,,2007.0,5.0,,,
Eid,NO,NO,,,2000.0,9.6,,,
Eide,NO,NO,,,2008.0,0.09,,,
Eidefossen,NO,NO,,,1983.0,13.2,,,
Eidesfossen,NO,NO,,,1954.0,3.8,,,
Eidet,NO,NO,,,1960.0,2.3,,,
Eidsdal,NO,NO,,,2006.0,6.085,,,
Eidsetelva,NO,NO,,,2011.0,1.8,,,
Eidsfoss,NO,NO,,,1964.0,15.0,,,
Eidsfoss,NO,NO,,,1956.0,4.1,,,
Eidsfoss,NO,NO,,,1903.0,0.9,,,
Eidsfossen,NO,NO,,,1917.0,7.0,,,
Eidsfossen,NO,NO,,,1922.0,0.4,,,
Eidsland 1,NO,NO,,,2015.0,0.48,,,
Eidsland 2,NO,NO,,,2019.0,0.63,,,
Eikedalsvatten,NO,NO,,,1986.0,0.032,,,
Eikelandsosen,NO,NO,,,1986.0,30.0,,,
Eimstad,NO,NO,,,2002.0,0.019,,,
Einunna,NO,NO,,,1955.0,9.0,,,
Eiriksdal,NO,NO,,,2013.0,80.0,,,
Eitro,NO,NO,,,2013.0,4.1,,,
Ekkjestølen,NO,NO,,,2009.0,4.0,,,
Eldao,NO,NO,,,2018.0,9.8,,,
Eldrevatn,NO,NO,,,2013.0,4.9,,,
Ellenelva,NO,NO,,,2012.0,4.8,,,
Ellingsbekken,NO,NO,,,2005.0,0.037,,,
Embla,NO,NO,,,2012.0,4.9,,,
Embretsfoss,NO,NO,,,1921.0,71.0,,,
