"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Rendalen","NO","NO","nan","","1971.0","100.5","","","100.5"
"Rendalselva","NO","NO","nan","","2010.0","2.8","","","2.8"
"Rensjø","NO","NO","nan","","2007.0","1.0","","","1.0"
"Reppa","NO","NO","nan","","1956.0","10.0","","","10.0"
"Repvåg","NO","NO","nan","","1953.0","4.2","","","4.2"
"Ridøla","NO","NO","nan","","2010.0","1.9","","","1.9"
"Riksheim","NO","NO","nan","","1918.0","5.3","","","5.3"
"Riksheimdal","NO","NO","nan","","2003.0","4.5","","","4.5"
"Rimbareid","NO","NO","nan","","2001.0","1.0","","","1.0"
"Rime","NO","NO","nan","","2014.0","1.5","","","1.5"
"Ringdal","NO","NO","nan","","2011.0","5.85","","","5.85"
"Ringedalen","NO","NO","nan","","2017.0","23.0","","","23.0"
"Ringheim","NO","NO","nan","","2015.0","0.05","","","0.05"
"Rise","NO","NO","nan","","1979.0","0.035","","","0.035"
"Risvollfossen","NO","NO","nan","","1995.0","0.012","","","0.012"
"Rivedal","NO","NO","nan","","2005.0","3.2","","","3.2"
"Rodal","NO","NO","nan","","2011.0","1.7","","","1.7"
"Rogheien","NO","NO","nan","","2006.0","0.15","","","0.15"
"Rognsfossen","NO","NO","nan","","1989.0","6.0","","","6.0"
"Rolf Nåden og Ole Jan Naaden","NO","NO","nan","","1999.0","0.018","","","0.018"
"Rolleivstadvatn","NO","NO","nan","","1969.0","0.3","","","0.3"
"Romøyri","NO","NO","nan","","2017.0","8.63","","","8.63"
"Rongkleiv","NO","NO","nan","","2006.0","3.0","","","3.0"
"Roppa","NO","NO","nan","","1976.0","5.0","","","5.0"
"Rosendal","NO","NO","nan","","1957.0","0.5","","","0.5"
"Roskrepp","NO","NO","nan","","1979.0","50.0","","","50.0"
"Rosten","NO","NO","nan","","2018.0","80.0","","","80.0"
"Rotnes Bruk","NO","NO","nan","","1940.0","0.18","","","0.18"
"Rottenvik","NO","NO","nan","","1952.0","5.49","","","5.49"
"Rovde","NO","NO","nan","","2004.0","0.05","","","0.05"
"Rud 1","NO","NO","nan","","2008.0","0.66","","","0.66"
"Rud Gårdskraftverk","NO","NO","nan","","1935.0","0.09","","","0.09"
"Rui","NO","NO","nan","","2000.0","0.4","","","0.4"
"Rusdalsåni","NO","NO","nan","","2019.0","5.49","","","5.49"
"Russagjela","NO","NO","nan","","2003.0","0.04","","","0.04"
"Ryddøla","NO","NO","nan","","2013.0","3.488","","","3.488"
"Rygene","NO","NO","nan","","1978.0","55.0","","","55.0"
"Rygene miniaggregat","NO","NO","nan","","1992.0","0.11","","","0.11"
"Ryssdal","NO","NO","nan","","1999.0","1.25","","","1.25"
"Ryssdal","NO","NO","nan","","2006.0","1.95","","","1.95"
"Ryånda","NO","NO","nan","","2008.0","0.85","","","0.85"
"Rødberg","NO","NO","nan","","2009.0","2.9","","","2.9"
"Rødne","NO","NO","nan","","2006.0","9.0","","","9.0"
"Rødset","NO","NO","nan","","2015.0","2.15","","","2.15"
"Rødstøl","NO","NO","nan","","2001.0","0.07","","","0.07"
"Røfsdalselva","NO","NO","nan","","2019.0","3.21","","","3.21"
"Røldal","NO","NO","nan","","1966.0","166.0","","","166.0"
"Røneid","NO","NO","nan","","2016.0","4.3","","","4.3"
"Rønnestad","NO","NO","nan","","2006.0","0.018","","","0.018"
"Rørheim","NO","NO","nan","","2004.0","0.099","","","0.099"
"Rørtveit","NO","NO","nan","","2003.0","0.07","","","0.07"
"Rørvikbekken","NO","NO","nan","","1997.0","0.011","","","0.011"
"Røssåga Mikrokraftverk","NO","NO","nan","","2004.0","0.003","","","0.003"
"Røstad","NO","NO","nan","","2010.0","2.8","","","2.8"
"Røstefoss","NO","NO","nan","","1913.0","3.0","","","3.0"
"Røylandsfoss","NO","NO","nan","","2004.0","1.33","","","1.33"
"Røyrvatn","NO","NO","nan","","2006.0","2.7","","","2.7"
"Røyrvikfoss","NO","NO","nan","","1965.0","16.6","","","16.6"
"Råfossen","NO","NO","nan","","2008.0","0.346","","","0.346"
"Rånåsfoss","NO","NO","nan","","1921.0","128.4","","","128.4"
"Råssåfoss","NO","NO","nan","","2010.0","4.945","","","4.945"
"Sagabekken 1","NO","NO","nan","","2006.0","0.4","","","0.4"
"Sagabekken 2","NO","NO","nan","","2009.0","0.325","","","0.325"
"Sagabekken 3","NO","NO","nan","","2009.0","0.15","","","0.15"
"Sagbergfossen","NO","NO","nan","","1916.0","1.2","","","1.2"
"Sage","NO","NO","nan","","2001.0","8.9","","","8.9"
"Sagefoss","NO","NO","nan","","1901.0","2.9","","","2.9"
"Sagefossen","NO","NO","nan","","1986.0","10.1","","","10.1"
"Sagelva","NO","NO","nan","","2006.0","0.63","","","0.63"
"Sagelva","NO","NO","nan","","2007.0","0.65","","","0.65"
"Sagelva","NO","NO","nan","","2019.0","2.8","","","2.8"
"Sagelva 1","NO","NO","nan","","2001.0","0.555","","","0.555"
"Sagelva 2","NO","NO","nan","","2002.0","0.435","","","0.435"
"Sagelvi","NO","NO","nan","","2012.0","2.3","","","2.3"
"Sagevikelv","NO","NO","nan","","2004.0","4.45","","","4.45"
"Sagfossen","NO","NO","nan","","1979.0","11.3","","","11.3"
"Sagfossen","NO","NO","nan","","2008.0","0.347","","","0.347"
"Sagfossen","NO","NO","nan","","1988.0","0.8","","","0.8"
"Sagnfossen","NO","NO","nan","","1943.0","6.2","","","6.2"
"Sajå","NO","NO","nan","","2001.0","0.112","","","0.112"
"Sakrisåga","NO","NO","nan","","2004.0","0.96","","","0.96"
"Saksenvik","NO","NO","nan","","2012.0","2.5","","","2.5"
"Salen Mikrokraftverk","NO","NO","nan","","2005.0","0.0075","","","0.0075"
"Salsbruket","NO","NO","nan","","1988.0","1.5","","","1.5"
"Saltdalelva","NO","NO","nan","","2012.0","5.0","","","5.0"
"Saltåno","NO","NO","nan","","2011.0","0.25","","","0.25"
"Sama","NO","NO","nan","","1979.0","7.9","","","7.9"
"Sand","NO","NO","nan","","1916.0","3.5","","","3.5"
"Sandal og Fossheim","NO","NO","nan","","2004.0","2.7","","","2.7"
"Sanddal","NO","NO","nan","","2007.0","2.5","","","2.5"
"Sandneselva","NO","NO","nan","","2001.0","0.012","","","0.012"
"Sandneselva","NO","NO","nan","","2018.0","2.29","","","2.29"
"Sandvik","NO","NO","nan","","2018.0","0.99","","","0.99"
"Sarp","NO","NO","nan","","1978.0","80.0","","","80.0"
"Saupstadfossen","NO","NO","nan","","1987.0","0.45","","","0.45"
"Saurdal","NO","NO","nan","","1985.0","640.0","","","640.0"
"Savalen","NO","NO","nan","","1971.0","62.0","","","62.0"
"Scheldefoss","NO","NO","nan","","1994.0","1.3999","","","1.3999"
"Seimsdal","NO","NO","nan","","2011.0","6.5","","","6.5"
"Sekkelva","NO","NO","nan","","2015.0","0.74","","","0.74"
"Selland","NO","NO","nan","","2006.0","0.02","","","0.02"
"Selselva","NO","NO","nan","","2016.0","5.36","","","5.36"
"Sesselva","NO","NO","nan","","2016.0","5.0","","","5.0"
"Seterkraft","NO","NO","nan","","2014.0","4.74","","","4.74"
"Seteråa","NO","NO","nan","","2006.0","1.0","","","1.0"
"Setredalen","NO","NO","nan","","2019.0","4.7","","","4.7"
"Sevre","NO","NO","nan","","2008.0","4.8","","","4.8"
"Sigdestad","NO","NO","nan","","2018.0","8.99","","","8.99"
"Sikkajokk","NO","NO","nan","","1950.0","1.9","","","1.9"
"Sikkilsdalseter","NO","NO","nan","","1997.0","0.085","","","0.085"
"Sildhopen","NO","NO","nan","","2010.0","0.5","","","0.5"
"Sildvik","NO","NO","nan","","1982.0","65.0","","","65.0"
"Simavik","NO","NO","nan","","2015.0","1.25","","","1.25"
"Simsfossen","NO","NO","nan","","1921.0","0.35","","","0.35"
"Sireåne","NO","NO","nan","","2004.0","0.08","","","0.08"
"Sirkelvann","NO","NO","nan","","1999.0","0.7","","","0.7"
"Siso","NO","NO","nan","","1968.0","180.0","","","180.0"
"Sjona","NO","NO","nan","","1973.0","52.0","","","52.0"
"Sjøfossen","NO","NO","nan","","1950.0","3.6","","","3.6"
"Sjølingstad Uldvarefabrikk","NO","NO","nan","","2000.0","0.065","","","0.065"
"Sjølset","NO","NO","nan","","2009.0","0.55","","","0.55"
"Sjønstå","NO","NO","nan","","1983.0","66.0","","","66.0"
"Skagen","NO","NO","nan","","1959.0","270.0","","","270.0"
"Skakadalen","NO","NO","nan","","1995.0","0.0","","","0.0"
"Skar","NO","NO","nan","","1920.0","2.9","","","2.9"
"Skarelva","NO","NO","nan","","2012.0","5.0","","","5.0"
"Skarg","NO","NO","nan","","2014.0","24.0","","","24.0"
"Skarje","NO","NO","nan","","1987.0","9.0","","","9.0"
"Skarsfjord","NO","NO","nan","","1922.0","4.0","","","4.0"
"Skauma","NO","NO","nan","","1999.0","0.9","","","0.9"
"Skibeli","NO","NO","nan","","2003.0","0.03","","","0.03"
"Skibotn","NO","NO","nan","","1979.0","70.0","","","70.0"
"Skinvik","NO","NO","nan","","2008.0","1.2","","","1.2"
"Skipelva","NO","NO","nan","","2011.0","0.38","","","0.38"
"Skjefstadfoss I","NO","NO","nan","","1910.0","4.0","","","4.0"
"Skjefstadfoss II","NO","NO","nan","","1972.0","19.8","","","19.8"
"Skjeggedal","NO","NO","nan","","1986.0","2.6","","","2.6"
"Skjelfoss","NO","NO","nan","","2011.0","0.25","","","0.25"
"Skjenaldfossen","NO","NO","nan","","1906.0","5.8","","","5.8"
"Skjerdal","NO","NO","nan","","2008.0","5.3","","","5.3"
"Skjerka","NO","NO","nan","","1997.0","206.6","","","206.6"
"Skjomen","NO","NO","nan","","1973.0","300.0","","","300.0"
"Skjærdalselva","NO","NO","nan","","2016.0","0.16","","","0.16"
"Skjærlivatn","NO","NO","nan","","1993.0","2.6","","","2.6"
"Skjæveland","NO","NO","nan","","2005.0","0.1","","","0.1"
"Skjåk I","NO","NO","nan","","1965.0","32.0","","","32.0"
"Skjåstad","NO","NO","nan","","2004.0","2.0","","","2.0"
"Skoddeberg","NO","NO","nan","","1953.0","6.78","","","6.78"
"Skogbuåna","NO","NO","nan","","2002.0","0.86","","","0.86"
"Skogelva","NO","NO","nan","","2015.0","0.42","","","0.42"
"Skogfoss","NO","NO","nan","","1964.0","48.0","","","48.0"
"Skogheim","NO","NO","nan","","1987.0","7.7","","","7.7"
"Skogkraft","NO","NO","nan","","2003.0","0.11","","","0.11"
"Skollenborg","NO","NO","nan","","1983.0","97.0","","","97.0"
"Skoltefoss","NO","NO","nan","","1988.0","0.96","","","0.96"
"Skolten","NO","NO","nan","","2002.0","1.3","","","1.3"
"Skonningsfoss","NO","NO","nan","","1997.0","2.4","","","2.4"
"Skorga","NO","NO","nan","","2019.0","2.9","","","2.9"
"Skorge","NO","NO","nan","","1936.0","1.8","","","1.8"
"Skorovasselva","NO","NO","nan","","1997.0","0.08","","","0.08"
"Skotfoss","NO","NO","nan","","1953.0","24.0","","","24.0"
"Skotselv","NO","NO","nan","","1992.0","1.0","","","1.0"
"Skravlåga","NO","NO","nan","","2014.0","5.0","","","5.0"
"Skree","NO","NO","nan","","1995.0","6.9","","","6.9"
"Skripelandsfossen","NO","NO","nan","","2014.0","2.6","","","2.6"
"Skromma","NO","NO","nan","","2008.0","2.3","","","2.3"
"Skråstadbekken","NO","NO","nan","","1999.0","0.006","","","0.006"
"Skulafossen","NO","NO","nan","","1950.0","4.5","","","4.5"
"Skulbørstadfoss","NO","NO","nan","","1910.0","0.45","","","0.45"
"Skyggeelva","NO","NO","nan","","2010.0","4.76","","","4.76"
"Skålheim","NO","NO","nan","","2008.0","1.4","","","1.4"
"Skår","NO","NO","nan","","2015.0","1.4","","","1.4"
"Slagstad","NO","NO","nan","","2002.0","0.075","","","0.075"
"Slemmå","NO","NO","nan","","2019.0","1.8","","","1.8"
"Slettevann","NO","NO","nan","","1975.0","0.7","","","0.7"
"Sleveåne","NO","NO","nan","","2017.0","5.5","","","5.5"
"Slind","NO","NO","nan","","1985.0","20.0","","","20.0"
"Slunkajavrre","NO","NO","nan","","1983.0","21.0","","","21.0"
"Smeland","NO","NO","nan","","1985.0","24.0","","","24.0"
"Smørklepp I","NO","NO","nan","","1982.0","0.36","","","0.36"
"Smørklepp II","NO","NO","nan","","1999.0","0.32","","","0.32"
"Smådøla","NO","NO","nan","","2008.0","1.4","","","1.4"
"Smådøla","NO","NO","nan","","2015.0","13.7","","","13.7"
"Småvatna","NO","NO","nan","","1970.0","18.8","","","18.8"
"Snefjellå","NO","NO","nan","","2014.0","2.7","","","2.7"
"Sokna","NO","NO","nan","","1964.0","25.0","","","25.0"
"Soks","NO","NO","nan","","2009.0","0.98","","","0.98"
"Solbergfoss","NO","NO","nan","","1924.0","208.0","","","208.0"
"Solbjørn","NO","NO","nan","","1956.0","4.2","","","4.2"
"Solhom","NO","NO","nan","","1974.0","200.0","","","200.0"
"Solnør Gård","NO","NO","nan","","1913.0","0.012","","","0.012"
"Songa","NO","NO","nan","","1964.0","120.0","","","120.0"
"Spetal Verk As","NO","NO","nan","","1977.0","0.02","","","0.02"
"Spigerbruksfallet","NO","NO","nan","","1915.0","0.38","","","0.38"
"Spilling","NO","NO","nan","","2008.0","1.25","","","1.25"
"Stadheim","NO","NO","nan","","2001.0","4.53","","","4.53"
"Staffi","NO","NO","nan","","2000.0","3.8","","","3.8"
"Stakaldefoss","NO","NO","nan","","1954.0","10.0","","","10.0"
"Standal","NO","NO","nan","","2012.0","5.49","","","5.49"
"Stedjeåna","NO","NO","nan","","2007.0","1.2","","","1.2"
"Stegaros","NO","NO","nan","","2002.0","2.4","","","2.4"
"Steinbekken","NO","NO","nan","","2010.0","0.0072","","","0.0072"
"Steindal (Steindal)","NO","NO","nan","","2019.0","4.2","","","4.2"
"Steindal (Støylselva)","NO","NO","nan","","2019.0","3.1","","","3.1"
"Steindøla","NO","NO","nan","","2009.0","2.6","","","2.6"
"Steine","NO","NO","nan","","2006.0","1.9","","","1.9"
"Steinsfoss","NO","NO","nan","","1957.0","110.0","","","110.0"
"Steinsland","NO","NO","nan","","1981.0","170.0","","","170.0"
"Steinsvik","NO","NO","nan","","2009.0","8.2","","","8.2"
"Steinåga","NO","NO","nan","","2013.0","5.4","","","5.4"
"Stend","NO","NO","nan","","1985.0","0.95","","","0.95"
"Stifoss","NO","NO","nan","","1939.0","0.75","","","0.75"
"Stokkelandsåna","NO","NO","nan","","2010.0","3.12","","","3.12"
"Stongfjord","NO","NO","nan","","1907.0","2.9","","","2.9"
"Stordal","NO","NO","nan","","1974.0","26.0","","","26.0"
"Storebekk","NO","NO","nan","","2004.0","2.0","","","2.0"
"Storedalen","NO","NO","nan","","2002.0","0.75","","","0.75"
"Storelva","NO","NO","nan","","1948.0","0.47","","","0.47"
"Storelva","NO","NO","nan","","1999.0","0.4","","","0.4"
"Storelva","NO","NO","nan","","2019.0","8.0","","","8.0"
"Storelvi","NO","NO","nan","","2017.0","4.04","","","4.04"
"Storelvvatnet","NO","NO","nan","","2015.0","5.0","","","5.0"
"Storfallet","NO","NO","nan","","1990.0","2.7","","","2.7"
"Storli","NO","NO","nan","","2009.0","0.62","","","0.62"
"Storlivatn","NO","NO","nan","","1968.0","48.0","","","48.0"
"Storrøvatnet","NO","NO","nan","","2002.0","0.648","","","0.648"
"Storvatnet","NO","NO","nan","","2015.0","2.0","","","2.0"
"Storå","NO","NO","nan","","2011.0","1.9","","","1.9"
"Storåselva","NO","NO","nan","","2018.0","25.5","","","25.5"
"Storåvatn 1","NO","NO","nan","","2019.0","8.0","","","8.0"
"Strand I","NO","NO","nan","","2008.0","0.004","","","0.004"
"Strandeelva","NO","NO","nan","","2005.0","0.37","","","0.37"
"Strandfossen","NO","NO","nan","","1979.0","25.0","","","25.0"
"Strandfossen Minikraftverk","NO","NO","nan","","1981.0","0.13","","","0.13"
"Strandjordselva","NO","NO","nan","","2005.0","0.75","","","0.75"
"Strandos","NO","NO","nan","","2012.0","1.93","","","1.93"
"Straumane","NO","NO","nan","","2005.0","1.45","","","1.45"
"Straume","NO","NO","nan","","2017.0","5.0","","","5.0"
"Straumsmo","NO","NO","nan","","1966.0","130.0","","","130.0"
"Straumstøyl","NO","NO","nan","","2006.0","0.4","","","0.4"
"Strielv","NO","NO","nan","","1984.0","1.7","","","1.7"
"Strindmoelva","NO","NO","nan","","1997.0","0.018","","","0.018"
"Strupen","NO","NO","nan","","1999.0","0.48","","","0.48"
"Strupen","NO","NO","nan","","2017.0","1.92","","","1.92"
"Strømsfoss","NO","NO","nan","","1994.0","0.5","","","0.5"
"Stråpa","NO","NO","nan","","2007.0","4.4","","","4.4"
"Stublielva","NO","NO","nan","","2014.0","3.0","","","3.0"
"Stuttgongfossen","NO","NO","nan","","2007.0","1.2","","","1.2"
"Stuvane","NO","NO","nan","","1988.0","38.0","","","38.0"
"Styggtjønna","NO","NO","nan","","2003.0","0.045","","","0.045"
"Stølsdal","NO","NO","nan","","1986.0","17.0","","","17.0"
"Stølsdal","NO","NO","nan","","1985.0","6.0","","","6.0"
"Stølsdalselva","NO","NO","nan","","2009.0","7.5","","","7.5"
"Stølskraft","NO","NO","nan","","2003.0","1.34","","","1.34"
"Stølslia","NO","NO","nan","","2007.0","1.5","","","1.5"
"Suldal I","NO","NO","nan","","1965.0","180.0","","","180.0"
"Suldal II","NO","NO","nan","","1967.0","150.0","","","150.0"
"Sundal","NO","NO","nan","","2006.0","4.2","","","4.2"
"Sundfossen","NO","NO","nan","","1998.0","2.2","","","2.2"
"Sundli","NO","NO","nan","","2015.0","1.35","","","1.35"
"Sundsbarm","NO","NO","nan","","1970.0","111.0","","","111.0"
"Sundsfjord","NO","NO","nan","","1961.0","96.0","","","96.0"
"Suvdal (Buvasselva)","NO","NO","nan","","2004.0","1.35","","","1.35"
"Suvdal (Kleppsvatn)","NO","NO","nan","","2004.0","1.5","","","1.5"
"Svabo","NO","NO","nan","","1996.0","3.2","","","3.2"
"Svandalsflona","NO","NO","nan","","1977.0","20.0","","","20.0"
"Svanedal","NO","NO","nan","","2003.0","0.4","","","0.4"
"Svanedal i Gjesdal","NO","NO","nan","","1996.0","0.45","","","0.45"
"Svardøla","NO","NO","nan","","2018.0","9.2","","","9.2"
"Svartdalen","NO","NO","nan","","2006.0","7.5","","","7.5"
"Svartelva","NO","NO","nan","","1959.0","15.5","","","15.5"
"Svartevatn","NO","NO","nan","","2008.0","0.759","","","0.759"
"Svartisen","NO","NO","nan","","1993.0","600.0","","","600.0"
"Svartkulp","NO","NO","nan","","2001.0","3.9","","","3.9"
"Svarttjern","NO","NO","nan","","2008.0","0.135","","","0.135"
"Svartvasselva","NO","NO","nan","","2006.0","0.898","","","0.898"
"Svartvatn","NO","NO","nan","","2012.0","1.79","","","1.79"
"Svatsum 1","NO","NO","nan","","1915.0","0.9","","","0.9"
"Svatsum 2","NO","NO","nan","","2009.0","1.7","","","1.7"
"Svean","NO","NO","nan","","1940.0","27.0","","","27.0"
"Svelgen I","NO","NO","nan","","1921.0","9.1","","","9.1"
"Svelgen II","NO","NO","nan","","1958.0","29.0","","","29.0"
"Svelgen III","NO","NO","nan","","1963.0","22.0","","","22.0"
"Svelgen IV","NO","NO","nan","","1973.0","50.0","","","50.0"
"Svelgfoss","NO","NO","nan","","1958.0","92.0","","","92.0"
"Sviland","NO","NO","nan","","1908.0","2.0","","","2.0"
"Svorka","NO","NO","nan","","1963.0","22.0","","","22.0"
"Svorkmo","NO","NO","nan","","1983.0","55.0","","","55.0"
"Sværa","NO","NO","nan","","2003.0","0.019","","","0.019"
"Sværen","NO","NO","nan","","2010.0","3.2","","","3.2"
"Sya","NO","NO","nan","","2009.0","1.2","","","1.2"
"Sylsjø","NO","NO","nan","","2008.0","3.3","","","3.3"
"Syrifossen","NO","NO","nan","","2010.0","2.84","","","2.84"
"Sy-Sima","NO","NO","nan","","1981.0","620.0","","","620.0"
"Syversætre Foss","NO","NO","nan","","2012.0","2.5","","","2.5"
"Sæterstad","NO","NO","nan","","2004.0","0.035","","","0.035"
"Sæteråa","NO","NO","nan","","1998.0","0.032","","","0.032"
"Sætra","NO","NO","nan","","1948.0","0.7","","","0.7"
"Sævareid","NO","NO","nan","","2006.0","0.8","","","0.8"
"Søa","NO","NO","nan","","1967.0","37.0","","","37.0"
"Søberg","NO","NO","nan","","2011.0","5.2","","","5.2"
"Søfferud","NO","NO","nan","","1914.0","0.02","","","0.02"
"Søkkunda","NO","NO","nan","","2017.0","9.0","","","9.0"
"Sølbergfallet","NO","NO","nan","","1900.0","0.3","","","0.3"
"Sølia","NO","NO","nan","","2016.0","1.96","","","1.96"
"Sølna","NO","NO","nan","","2016.0","5.35","","","5.35"
"Sønnå H","NO","NO","nan","","2008.0","212.4","","","212.4"
"Sønnå L","NO","NO","nan","","2008.0","62.5","","","62.5"
"Sønsteby","NO","NO","nan","","2010.0","0.1","","","0.1"
"Sørbrandal","NO","NO","nan","","1951.0","9.5","","","9.5"
"Sørdalen","NO","NO","nan","","2009.0","0.55","","","0.55"
"Sørdalselva","NO","NO","nan","","2008.0","1.15","","","1.15"
"Sørdalselva","NO","NO","nan","","2017.0","2.7","","","2.7"
"Sørfjord I","NO","NO","nan","","1983.0","75.0","","","75.0"
"Sørfjord II","NO","NO","nan","","1983.0","4.0","","","4.0"
"Sørfjordkraft","NO","NO","nan","","1988.0","0.7","","","0.7"
"Sør-Forså","NO","NO","nan","","1985.0","1.1","","","1.1"
"Sørmeland","NO","NO","nan","","2003.0","0.0075","","","0.0075"
"Søråi (Momrak)","NO","NO","nan","","2000.0","0.035","","","0.035"
"Søråni","NO","NO","nan","","2019.0","7.7","","","7.7"
"Søtvik","NO","NO","nan","","2005.0","0.09","","","0.09"
"Såheim","NO","NO","nan","","1915.0","189.0","","","189.0"
"Tafjord 1","NO","NO","nan","","1923.0","25.0","","","25.0"
"Tafjord 2","NO","NO","nan","","1952.0","29.5","","","29.5"
"Tafjord 3","NO","NO","nan","","1958.0","22.0","","","22.0"
"Tafjord 4","NO","NO","nan","","1968.0","110.0","","","110.0"
"Tafjord 5","NO","NO","nan","","1982.0","82.7","","","82.7"
"Tafjord 6","NO","NO","nan","","1994.0","1.8","","","1.8"
"Tafjord 7 (Fagerbotnvatn)","NO","NO","nan","","2006.0","1.1","","","1.1"
"Tafjord 7 (Fetvatn)","NO","NO","nan","","2006.0","2.15","","","2.15"
"Tafjord 8","NO","NO","nan","","2013.0","2.8","","","2.8"
"Takle","NO","NO","nan","","2000.0","0.99","","","0.99"
"Tapstad","NO","NO","nan","","2005.0","0.09","","","0.09"
"Taraldsvik","NO","NO","nan","","1986.0","1.5","","","1.5"
"Teitafossen","NO","NO","nan","","2009.0","0.89","","","0.89"
"Teksdal","NO","NO","nan","","1943.0","2.5","","","2.5"
"Tendeland","NO","NO","nan","","1995.0","0.022","","","0.022"
"Tenneelva","NO","NO","nan","","2018.0","3.4","","","3.4"
"Tennesvatn","NO","NO","nan","","1937.0","1.5","","","1.5"
"Tesgjolo","NO","NO","nan","","2018.0","0.99","","","0.99"
"Tesra","NO","NO","nan","","2011.0","0.22","","","0.22"
"Tevla","NO","NO","nan","","1994.0","49.6","","","49.6"
"Thue","NO","NO","nan","","2011.0","0.075","","","0.075"
"Timbra","NO","NO","nan","","2018.0","2.9","","","2.9"
"Tinfos I","NO","NO","nan","","1955.0","41.0","","","41.0"
"Tinfos II","NO","NO","nan","","1912.0","3.5","","","3.5"
"Tinnkraft","NO","NO","nan","","2008.0","2.9","","","2.9"
"Tisjøen","NO","NO","nan","","2009.0","0.075","","","0.075"
"Tisleifjord","NO","NO","nan","","2014.0","1.65","","","1.65"
"Tistedalsfoss","NO","NO","nan","","1955.0","20.0","","","20.0"
"Tjodan","NO","NO","nan","","1984.0","110.0","","","110.0"
"Tjodanpollen","NO","NO","nan","","1985.0","3.5","","","3.5"
"Tjønna","NO","NO","nan","","1995.0","0.2","","","0.2"
"Tjønnefoss","NO","NO","nan","","1966.0","6.0","","","6.0"
"Tjørhom","NO","NO","nan","","1973.0","120.0","","","120.0"
"Tjørn I","NO","NO","nan","","2011.0","0.155","","","0.155"
"Tjørn II","NO","NO","nan","","2011.0","0.045","","","0.045"
"Tjøstheim","NO","NO","nan","","2005.0","4.16","","","4.16"
"Tjøtaelva","NO","NO","nan","","2011.0","2.3","","","2.3"
"Todøla","NO","NO","nan","","2019.0","3.2","","","3.2"
"Tokke","NO","NO","nan","","1961.0","430.0","","","430.0"
"Toklev","NO","NO","nan","","1921.0","4.8","","","4.8"
"Tonstad","NO","NO","nan","","1968.0","960.0","","","960.0"
"Tore Holmen","NO","NO","nan","","1998.0","0.004","","","0.004"
"Torjul","NO","NO","nan","","1995.0","0.036","","","0.036"
"Torpa","NO","NO","nan","","1989.0","150.0","","","150.0"
"Torsnes","NO","NO","nan","","2013.0","9.1","","","9.1"
"Torvikelva","NO","NO","nan","","2012.0","1.237","","","1.237"
"Tosdalen","NO","NO","nan","","2017.0","19.3","","","19.3"
"Tossevikelva","NO","NO","nan","","2014.0","2.6","","","2.6"
"Tou","NO","NO","nan","","1987.0","1.1","","","1.1"
"Toverud","NO","NO","nan","","1915.0","6.0","","","6.0"
"Trandal","NO","NO","nan","","2005.0","8.0","","","8.0"
"Traudalen","NO","NO","nan","","2018.0","0.99","","","0.99"
"Tredal","NO","NO","nan","","2007.0","0.8","","","0.8"
"Trengereid","NO","NO","nan","","1996.0","3.5","","","3.5"
"Trodla-Tysdal","NO","NO","nan","","1990.0","0.015","","","0.015"
"Trollelva","NO","NO","nan","","2006.0","1.25","","","1.25"
"Trollfjord I","NO","NO","nan","","1952.0","3.2","","","3.2"
"Trollfjord II","NO","NO","nan","","1956.0","1.3999","","","1.3999"
"Trollheim","NO","NO","nan","","1968.0","126.6","","","126.6"
"Trollkraft","NO","NO","nan","","2001.0","0.18","","","0.18"
"Tronstad","NO","NO","nan","","2012.0","1.26","","","1.26"
"Trontveitåna","NO","NO","nan","","2019.0","1.24","","","1.24"
"Tryland","NO","NO","nan","","1921.0","5.4","","","5.4"
"Trysilfossen","NO","NO","nan","","1980.0","3.2","","","3.2"
"Trælandsfos","NO","NO","nan","","1917.0","10.0","","","10.0"
"Tua","NO","NO","nan","","2010.0","1.8","","","1.8"
"Tuddal","NO","NO","nan","","2011.0","1.599","","","1.599"
"Tunnsjø","NO","NO","nan","","1963.0","30.4","","","30.4"
"Tunnsjødal","NO","NO","nan","","1963.0","176.0","","","176.0"
"Tunnsjøfoss","NO","NO","nan","","1986.0","8.5","","","8.5"
"Tussa","NO","NO","nan","","1961.0","64.0","","","64.0"
"Tveit","NO","NO","nan","","1982.0","0.95","","","0.95"
"Tveit","NO","NO","nan","","1997.0","0.36","","","0.36"
"Tveitafoss","NO","NO","nan","","1946.0","1.7","","","1.7"
"Tveitaskar","NO","NO","nan","","2009.0","4.2","","","4.2"
"Tveitelva","NO","NO","nan","","2011.0","3.3","","","3.3"
"Tveitelvfallet","NO","NO","nan","","1997.0","0.1","","","0.1"
"Tveiten","NO","NO","nan","","2004.0","0.037","","","0.037"
"Tveitereidfoss","NO","NO","nan","","1955.0","2.6","","","2.6"
"Tveiteåno","NO","NO","nan","","2005.0","1.45","","","1.45"
"Tverrelva","NO","NO","nan","","1985.0","0.3","","","0.3"
"Tverrelva","NO","NO","nan","","2017.0","4.98","","","4.98"
"Tverrgjuvlo","NO","NO","nan","","2016.0","5.7","","","5.7"
"Tverrvatn","NO","NO","nan","","1969.0","1.2","","","1.2"
"Tverråa","NO","NO","nan","","2015.0","0.93","","","0.93"
"Tverråa","NO","NO","nan","","2018.0","4.7","","","4.7"
"Tverråga","NO","NO","nan","","2014.0","2.9","","","2.9"
"Tverråna","NO","NO","nan","","2016.0","3.26","","","3.26"
